;Title;Producer;Brand;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes
619;Michelini I Mufatto, La Cautiva, Uco Valley 2016;Michelini i Mufatto;La Cautiva;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.00%;Medium;Oaked;['100% Malbec']
620;Finca Sophenia, Reserve Malbec, Uco Valley, Gualtallary 2016;Finca Sophenia;Reserve Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['100% Malbec']
621;Bodega Vistalba, Tomero Parcela Unica Malbec 2017;Bodega Vistalba;Tomero Parcela Unica Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Medium;Oaked;['100% Malbec']
622;Susana Balbo, Benmarco Expresivo, Uco Valley, Mendoza, 2016;Susana Balbo;Benmarco Expresivo;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['25% Cabernet Franc', '75% Malbec']
623;Aniello, Viña 1932 Trousseau, Río Negro, Patagonia, 2015;Aniello;Viña 1932 Trousseau;2015;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.50%;Full;;['Trousseau']
624;Bodegas Noemía, Noemía, Río Negro, Patagonia, 2014;Bodegas Noemía;Noemía;2014;Still;Red;Argentina;Patagonia;;;;;;;
625;Bodega Chacra, Cincuenta y Cinco, Río Negro, 2015;Bodega Chacra;Cincuenta y Cinco;2015;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;12.80%;Medium;;['Pinot Noir / Pinot Nero']
626;Malma, Finca La Papay Malbec, Neuquén, Patagonia, 2016;Malma;Finca La Papay Malbec;2016;Still;Red;Argentina;Patagonia;Neuquén;Dry;Cork;14.00%;Medium;;['Malbec']
627;Bodega Chacra, Barda, Río Negro, Patagonia, Argentina, 2014;Bodega Chacra;Barda;2014;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.00%;Medium;;['Pinot Noir / Pinot Nero']
628;Bodegas del Fin del Mundo, La Poderosa, Neuquén, 2016;Bodegas del Fin del Mundo;La Poderosa;2016;Still;Red;Argentina;Patagonia;Neuquén;Dry;Cork;14.50%;Medium;;['Malbec']
629;Bodegas del Fin del Mundo, Special Blend, Neuquén, 2012;Bodegas del Fin del Mundo;Special Blend;2012;Still;Red;Argentina;Patagonia;Neuquén;Dry;Cork;14.70%;Full;;['Cabernet Sauvignon', 'Malbec', 'Merlot']
630;Bodegas Noemía, J Alberto, Río Negro, Patagonia, 2015;Bodegas Noemía;J Alberto;2015;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.50%;Medium;;['Malbec']
631;Bodega Chacra, Treinta y Dos, Río Negro, Patagonia, 2014;Bodega Chacra;Treinta y Dos;2014;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.00%;Medium;;['Pinot Noir / Pinot Nero']
632;Bodegas Noemía, A Lisa, Río Negro, Patagonia, 2015;Bodegas Noemía;A Lisa;2015;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.50%;Medium;;['Malbec']
633;Riccitelli, The Party Malbec, Uco Valley, Mendoza, 2017;Riccitelli;The Party Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['Malbec']
634;Andeluna, Pasionado Malbec, Uco Valley, Gualtallary, 2014;Andeluna;Pasionado Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.50%;Full;Oaked;['100% Malbec']
635;Andeluna, Altitud Malbec, Uco Valley, Gualtallary, 2014;Andeluna;Altitud Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.50%;Full;Oaked;['100% Malbec']
636;Escorihuela Gascón, Pequeñas Producciones Cabernet Sauvignon, Altamira 2015;Escorihuela Gascón;Pequeñas Producciones Cabernet Sauvignon;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Cabernet Sauvignon']
637;Vinos De Potrero, Malbec, Uco Valley, Gualtallary, 2016;Vinos De Potrero;Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Malbec']
638;Zorzal, Eggo Tinto de Tiza, Uco Valley, Gualtallary, 2014;Zorzal;Eggo Tinto de Tiza;2014;Still;Red;Argentina;Mendoza;;;;;;;
639;Bodega Teho, Zaha Toko Vineyard Cabernet Franc, Uco Valley, Altamira 2015;Bodega Teho;Zaha Toko Vineyard Cabernet Franc;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['100% Cabernet Franc']
640;Passionate Wine, Punta Negra Pinot Noir, Uco Valley, Gualtallary 2015;Passionate Wine;Punta Negra Pinot Noir;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.00%;Medium;Oaked;['100% Pinot Noir / Pinot Nero']
641;Riglos, Gran Cabernet Franc, Uco Valley, Gualtallary, 2015;Riglos;Gran Cabernet Franc;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;15.00%;Full;Oaked;['100% Cabernet Franc']
642;Finca Sophenia, Anti Synthesis, Uco Valley, Gualtallary 2015;Finca Sophenia;Anti Synthesis;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;;['Cabernet Sauvignon', 'Malbec']
643;Viña Las Perdices, Exploración Malbec, Uco Valley, Altamira 2016;Viña Las Perdices;Exploración Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.50%;Full;Oaked;['100% Malbec']
644;Gimenez Riili, Gran Familia Malbec, Uco Valley, Altamira 2014;Gimenez Riili;Gran Familia Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['100% Malbec']
645;Vinos De Potrero, Reserva de Potrero Malbec, Uco Valley, Gualtallary 2016;Vinos De Potrero;Reserva de Potrero Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['10% Cabernet Franc', '90% Malbec']
646;Superuco, Calcáreo Coluvio de Altamira Malbec, Uco Valley, Altamira 2015;Superuco;Calcáreo Coluvio de Altamira Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['100% Malbec']
647;Trivento, Golden Reserve Black Series Malbec, Uco Valley, Gualtallary 2015;Trivento;Golden Reserve Black Series Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;15.00%;Full;Oaked;['100% Malbec']
648;Catena, Adrianna Vineyard River Stones Malbec, Uco Valley, Gualtallary 2014;Catena Zapata;Adrianna Vineyard River Stones Malbec;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;;['100% Malbec']
649;Solocontigo, Affaire, Uco Valley, Altamira, Mendoza, 2015;Solocontigo;Affaire;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.50%;Full;Oaked;['100% Malbec']
650;Superuco, Calcáreo Granito de Gualta Malbec, Uco Valley, Gualtallary 2015;Superuco;Calcáreo Granito de Gualta Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Malbec']
651;Susana Balbo, Benmarco Expresivo Malbec, Uco Valley, Gualtallary 2015;Susana Balbo;Benmarco Expresivo Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['13% Cabernet Franc', '87% Malbec']
652;Escorihuela Gascón, Organic Vineyard Malbec, Uco Valley. Altamira 2016;Escorihuela Gascón;Organic Vineyard Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.00%;Full;Unoaked;['100% Malbec']
653;Rutini, Single Vineyard Cabernet Franc, Uco Valley 2014;Rutini;Single Vineyard Cabernet Franc;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Cabernet Franc']
654;Los Clop, Reserva Cabernet Sauvignon, Altamira 2015;Los Clop;Reserva Cabernet Sauvignon;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Cabernet Sauvignon']
655;Gen del Alma, Crua Chan Gualta Malbec, Gualtallary 2016;Gen del Alma;Crua Chan Gualta Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Malbec']
656;Zorzal, Eggo Franco Cabernet Franc, Uco Valley, Tupungato 2016;Zorzal;Eggo Franco Cabernet Franc;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;13.50%;Full;Unoaked;['100% Cabernet Franc']
657;Finca Sophenia, Synthesis Sauvignon Blanc, Uco Valley;Finca Sophenia;Synthesis Sauvignon Blanc;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;12.50%;Medium;;['Sauvignon Blanc']
658;Finca Ferrer, Doscumbres, Uco Valley, Tupungato, 2012;Finca Ferrer;Doscumbres;2012;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.50%;Full;;['Malbec', 'Syrah / Shiraz', 'Tannat']
659;Bressia, Conjuro, Uco Valley, Mendoza, Argentina, 2010;Bressia;Conjuro;2010;;Red;Argentina;Mendoza;Uco Valley;;;15.00%;;;['Cabernet Sauvignon', 'Malbec', 'Merlot']
660;Passionate Wine, Eterno Retorno, Uco Valley, Gualtallary;Passionate Wine;Eterno Retorno;2013;Still;Red;Argentina;Mendoza;Uco Valley;;;13.70%;;;['Malbec', 'Petit Verdot']
661;Catena, Adrianna Vineyard White Stones Chardonnay, Uco Valley 2012;Catena Zapata;Adrianna Vineyard White Stones Chardonnay;2012;;White;Argentina;Uco Valley;Uco Valley;;;13.00%;;;['Chardonnay']
662;Catena, Adrianna Vineyard White Bones Chardonnay, Uco Valley 2016;Catena Zapata;Adrianna Vineyard White Bones Chardonnay;2016;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;13.10%;Medium;Oaked;['100% Chardonnay']
663;Luigi Bosca, Finca Los Nobles Cabernet Bouchet Field Blend, Lujan de Cuyo 2011;Luigi Bosca;Finca Los Nobles Cabernet Bouchet Field Blend;2011;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;14.50%;Full;;['Cabernet Franc']
664;Finca La Luz, Gran Callejón del Crimen Winemaker Selection, Uco Valley, 2015;Finca La Luz;Gran Callejón del Crimen Winemaker Selection;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.50%;Full;;['75% Malbec', '10% Merlot', '15% Petit Verdot']
665;Bodegas Caro, Mendoza, Argentina, 2016;Bodegas Caro;;2016;Still;Red;Argentina;Mendoza;;Dry;Natural Cork;14.50%;Full;;['Cabernet Sauvignon', 'Malbec']
666;Bodega Norton, Gernot Langes, Luján de Cuyo, Mendoza, 2014;Bodega Norton;Gernot Langes;2014;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Natural Cork;14.50%;Full;Oaked;['10% Cabernet Franc', '30% Cabernet Sauvignon', '60% Malbec']
667;Susana Balbo, Dominio del Plata Mandala Collection Malbec;Susana Balbo;Dominio del Plata Mandala Collection Malbec;2013;;Red;Argentina;Mendoza;Uco Valley;;;14.50%;;;['Malbec']
668;Pyros Wines, Special Blend, Pedernal Valley, San Juan, 2013;Pyros Wines;Special Blend;2013;Still;Red;Argentina;San Juan;Pedernal Valley;Dry;Natural Cork;14.00%;Full;;['8% Cabernet Sauvignon', '70% Malbec', '22% Syrah / Shiraz']
669;Pyros Wines, Single Vineyard Malbec, Pedernal Valley, 2013;Pyros Wines;Single Vineyard Malbec;2013;Still;Red;Argentina;San Juan;Pedernal Valley;Dry;Cork;14.50%;Medium;;['Malbec']
670;Corazon Del Sol, Soleado, Uco Valley, Mendoza, 2014;Corazon Del Sol;Soleado;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.50%;Full;Oaked;['18% Cabernet Sauvignon', '49% Malbec', '31% Merlot']
671;Casarena, Icono Blend, Mendoza, Argentina, 2011;Casarena;Icono Blend;2011;Still;Red;Argentina;Mendoza;;Dry;Natural Cork;14.50%;Full;;['60% Cabernet Sauvignon', '40% Malbec']
672;Bemberg, Pionero, Uco Valley, Gualtallary, Mendoza, 2013;Bemberg;Pionero;2013;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.50%;Full;Oaked;['Cabernet Franc', 'Cabernet Sauvignon', 'Malbec']
673;Trapiche, Iscay Malbec-Cabernet Franc, Mendoza, 2013;Trapiche;Iscay Malbec-Cabernet Franc;2013;Still;Red;Argentina;Mendoza;;Dry;Natural Cork;14.50%;Full;;['30% Cabernet Franc', '70% Malbec']
674;Andeluna, Pasionado Cabernet Franc, Uco Valley, Gualtallary 2015;Andeluna;Pasionado Cabernet Franc;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;13.50%;Full;Oaked;['100% Cabernet Franc']
675;Son Vida, Alegria, Uco Valley, Altamira, Mendoza, 2015;Son Vida;Alegria;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.50%;Full;;['30% Cabernet Sauvignon', '60% Malbec', '10% Syrah / Shiraz']
676;Kaiken, Obertura Cabernet Franc, Mendoza, Argentina, 2015;Kaiken;Obertura Cabernet Franc;2015;Still;Red;Argentina;;;;;;;;
677;Kaiken, Terroir Series Cabernet Sauvignon, Mendoza, 2011;Kaiken;Terroir Series Cabernet Sauvignon;2011;;Red;Argentina;Mendoza;;;;14.50%;;;
678;Escorihuela Gascón, MEG, Uco Valley, Mendoza, 2017;Escorihuela Gascón;MEG;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Natural Cork;14.00%;Full;Oaked;['40% Cabernet Sauvignon', '60% Malbec']
679;Finca Las Moras, El Sagrado Malbec, San Juan, 2013;Finca Las Moras;El Sagrado Malbec;2013;Still;Red;Argentina;San Juan;;Dry;Cork;14.50%;Full;;['Malbec']
680;Zuccardi, Polígonos San Pablo, Mendoza, Argentina, 2015;Zuccardi;Polígonos San Pablo;2015;Still;Red;Argentina;Mendoza;;Dry;Cork;13.00%;Medium;;['Malbec']
681;Estancia Uspallata, Malbec, Mendoza, Argentina, 2015;Estancia Uspallata;Malbec;2015;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Full;;['Malbec']
682;Bodega Santa Julia, Reserve Malbec-Cabernet Franc, Uco;Bodega Santa Julia;Reserve Malbec-Cabernet Franc;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Full;;['30% Cabernet Franc', '70% Malbec']
683;Bodega Santa Julia, Plus Malbec Rosé, Mendoza, 2016;Bodega Santa Julia;Plus Malbec Rosé;2016;Still;Rosé;Argentina;Mendoza;;Dry;;12.50%;Medium;;['100% Malbec']
684;Trivento, Private Reserve Malbec, Mendoza, Argentina, 2015;Trivento;Private Reserve Malbec;2015;Still;Red;Argentina;Mendoza;;Dry;Screwcap;14.00%;Full;;['Malbec']
685;Bodega Norton, Winemaker’s Reserve Malbec, Luján de Cuyo 2014;Bodega Norton;Winemaker’s Reserve Malbec;2014;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;13.50%;Full;;['Malbec']
686;Trapiche, Estacion 1883 Bonarda, Mendoza, Argentina, 2014;Trapiche;Estacion 1883 Bonarda;2014;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Medium;;['Bonarda']
687;Bodega Santa Julia, Magna Cabernet-Malbec-Syrah, 2016;Bodega Santa Julia;Magna Cabernet-Malbec-Syrah;2016;Still;Red;Argentina;Mendoza;;Dry;Cork;13.50%;Medium;;['Cabernet Sauvignon']
688;Bodega Santa Julia, Reserva Malbec, Mendoza, Argentina, 2016;Bodega Santa Julia;Reserva Malbec;2016;Still;Red;Argentina;Mendoza;;Dry;Cork;13.00%;Medium;;['Malbec']
689;Bodega Norton, Colección Malbec, Luján de Cuyo, 2017;Bodega Norton;Colección Malbec;2017;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Screwcap;13.50%;Medium;;['Malbec']
690;Zuccardi, Brazos de los Andes Malbec, Mendoza, 2016;Zuccardi;Brazos de los Andes Malbec;2016;Still;Red;Argentina;Mendoza;;Dry;Cork;13.00%;Medium;;['Malbec']
691;Trivento, Reserve Malbec, Mendoza, Argentina, 2016;Trivento;Reserve Malbec;2016;Still;Red;Argentina;Mendoza;;Dry;Screwcap;13.00%;Medium;;['Malbec']
692;Luigi Bosca, Single Vineyard Malbec, Mendoza, 2016;Luigi Bosca;Single Vineyard Malbec;2016;Still;Red;Argentina;Mendoza;;Dry;Cork;13.50%;Full;;['Malbec']
693;Viñalba, Gran Reservado Malbec, Uco Valley 2016;Viñalba;Gran Reservado Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Medium;Oaked;['100% Malbec']
694;Altos Las Hormigas, Malbec, Uco Valley, Altamira, 2015;Altos Las Hormigas;Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;13.50%;Full;Oaked;['100% Malbec']
695;Zuccardi, Aluvional, Uco Valley, Gualtallary, Mendoza, 2016;Zuccardi;Aluvional;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.70%;Medium;Oaked;['100% Malbec']
696;Riccitelli, Old Vines Semillon, Río Negro, Patagonia, 2016;Riccitelli;Old Vines Semillon;2016;Still;White;Argentina;Patagonia;Río Negro;Dry;Cork;14.00%;Full;;['100% Sémillon']
697;TintoNegro, La Escuela Malbec, Uco Valley, Paraje Altamira 2012;TintoNegro;La Escuela Malbec;2012;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Medium;;['Malbec']
698;Zuccardi, Piedra Infinita, Uco Valley, Paraje Altamira, 2012;Zuccardi;Piedra Infinita;2012;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;15.00%;Full;;['Malbec']
699;Catena Zapata, Nicolás Catena Zapata, Mendoza, 2011;Catena Zapata;Nicolás Catena Zapata;2011;Still;Red;Argentina;Mendoza;;Dry;Cork;14.00%;Full;;['Malbec']
700;PerSe, Volare del Camino, Uco Valley, Gualtallary, 2014;PerSe;Volare del Camino;2014;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Full;;['100% Malbec']
701;Lagarde, Primeras Viñas Malbec, Uco Valley 2016;Lagarde;Primeras Viñas Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.80%;Medium;Oaked;['100% Malbec']
702;Bodega Aleanna, Gran Enemigo Single Vineyard Cabernet Franc;Bodega Aleanna;Gran Enemigo Single Vineyard Cabernet Franc;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Medium;Oaked;['85% Cabernet Franc', '15% Malbec']
703;Catena, Adrianna Vineyard Mundus Bacillus Terrae 2015;Catena Zapata;Adrianna Vineyard Mundus Bacillus Terrae;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.00%;Full;Oaked;['100% Malbec']
704;PerSe, Uni del Bonnesant, Uco Valley, Gualtallary 2016;PerSe;Uni del Bonnesant;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Medium;Oaked;['100% Malbec']
705;PerSe, La Craie, Uco Valley, Gualtallary, Mendoza, 2016;PerSe;La Craie;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Medium;Oaked;['Malbec']
706;Zuccardi, Polígonos, Uco Valley, Gualtallary, Mendoza, 2017;Zuccardi;Polígonos;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.20%;Medium;Oaked;['100% Malbec']
707;Catena Zapata, Nicolas Catena Zapata, Mendoza, 2015;Catena Zapata;Nicolas Catena Zapata;2015;Still;Red;Argentina;Mendoza;;Dry;;14.00%;Full;Oaked;['83% Cabernet Sauvignon', '17% Malbec']
708;Catena Zapata, Nicolas Catena Zapata, Mendoza, 2005;Catena Zapata;Nicolas Catena Zapata;2005;Still;Red;Argentina;Mendoza;;Dry;;14.00%;Full;Oaked;['78% Cabernet Sauvignon', '22% Malbec']
709;Catena Zapata, Adrianna Vineyard Mundus Bacillus Terrae, Uco;Catena Zapata;Adrianna Vineyard Mundus Bacillus Terrae;2011;Still;Red;Argentina;Mendoza;Uco Valley;Dry;;14.50%;Full;Oaked;['100% Malbec']
710;Humberto Canale, Estate Pinot Noir, Río Negro, 2016;Humberto Canale;Estate Pinot Noir;2016;Still;Red;Argentina;Patagonia;Río Negro;Dry;;13.50%;;;['100% Pinot Noir / Pinot Nero']
711;El Esteco, Fincas Notables Cabernet Franc, Calchaqui Valley, 2015;El Esteco;Fincas Notables Cabernet Franc;2015;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;15.00%;Full;;['Cabernet Franc']
712;Trapiche, Costa & Pampa Riesling, Chapadmalal, Mar del Plata, 2018;Trapiche;Costa & Pampa Riesling;2018;Still;White;Argentina;Mar del Plata;Chapadmalal;Dry;Cork;13.50%;Medium;;['Riesling']
713;Viña Las Perdices, Agrelo Riesling, Luján de Cuyo, 2017;Viña Las Perdices;Agrelo Riesling;2017;Still;White;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;12.50%;Medium;;['Riesling']
714;Luigi Bosca, Las Compuertas Riesling, Luján de Cuyo, Mendoza, 2018;Luigi Bosca;Las Compuertas Riesling;2018;Still;White;Argentina;Mendoza;Luján de Cuyo;Medium Sweet;Screwcap;13.00%;Full;;['Riesling']
715;Doña Paula, Estate Riesling, Uco Valley, Gualtallary, Mendoza, 2018;Doña Paula;Estate Riesling;2018;Still;White;Argentina;Mendoza;Uco Valley;Dry;Screwcap;13.00%;Medium;;['Riesling']
716;Trapiche, Terroir Series, Finca El Tomillo Chardonnay, 2017;Trapiche;Terroir Series Finca El Tomillo Chardonnay;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;Lightly Oaked;['100% Chardonnay']
717;Tres 14, Imperfecto, Uco Valley, Gualtallary, Mendoza, 2012;Tres 14;Imperfecto;2012;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.90%;Full;Oaked;['3% Cabernet Franc', '97% Malbec']
718;Trapiche, Costa y Pampa Albariño, Buenos Aires, 2017;Trapiche;Costa y Pampa Albariño;2017;Still;White;Argentina;Buenos Aires;;Dry;Cork;11.20%;Medium;Unoaked;['100%', 'Albariño/Alvarinho']
719;El Esteco, Chañar Punco, Calchaquí Valley, Salta, 2011;El Esteco;Chañar Punco;2011;Still;Red;Argentina;Salta;Calchaquí Valley;Dry;Cork;15.50%;Full;Oaked;['16% Cabernet Sauvignon', '84% Malbec']
720;Bodega del Río Elorza, Verum Pinot Noir, Río Negro, 2017;Bodega del Río Elorza;Verum Pinot Noir;2017;Still;Red;Argentina;Patagonia;Río Negro;Dry;Cork;13.00%;Medium;;['Pinot Noir / Pinot Nero']
721;Bodega Piedra Negra, Gran Lurton Corte Friulano, Uco Valley;Bodega Piedra Negra;Gran Lurton Corte Friulano;2017;Still;White;Argentina;Mendoza;Uco Valley;Dry;Screwcap;14.00%;Medium;;['Friulano']
722;Rosell Boher, Grande Cuveé Millésimée, Uco Valley, 2014;Rosell Boher;Grande Cuveé Millésimée;2014;Sparkling;White;Argentina;Mendoza;Uco Valley;Dry;Cork;12.50%;Medium;;['40% Chardonnay', '60% Pinot Noir / Pinot Nero']
723;Cruzat, Cuvée Nature, Uco Valley, Tupungato, Mendoza;Cruzat;Cuvée Nature;;Sparkling;White;Argentina;Mendoza;Uco Valley;Brut Nature;Cork;;Medium;;['Chardonnay']
724;Zuccardi, Blanc de Blancs, Uco Valley, Tupungato, 2012;Zuccardi;Blanc de Blancs;2012;Sparkling;White;Argentina;Mendoza;Uco Valley;Brut;Cork;13.00%;Medium;;['100% Chardonnay']
725;Chandon Argentina, Baron B Cuvée Spéciale Extra Brut, Uco;Chandon Argentina;Baron B Cuvée Spéciale Extra Brut;;Sparkling;White;Argentina;Mendoza;Uco Valley;Extra Brut;Cork;;Medium;;['Chardonnay']
726;Gouguenheim, Malbec Bubbles Rosé, Uco Valley, Tupungato;Gouguenheim;Malbec Bubbles Rosé;;Sparkling;Rosé;Argentina;Mendoza;Uco Valley;Brut;Cork;;Medium;;['Malbec']
727;Riccitelli, The Apple Doesn’t Fall Far From The Tree, 2015;Riccitelli;The Apple Doesn’t Fall Far From The Tree;2015;Still;Red;Argentina;Mendoza;;Dry;Cork;14.50%;Full;;['Malbec']
728;Perdriel, Series Malbec, Luján de Cuyo, Mendoza, 2016;Perdriel;Series Malbec;2016;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;14.00%;Full;;['Malbec']
729;Andeluna, Altitud Malbec, Uco Valley, Tupungato, 2015;Andeluna;Altitud Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Full;;['Malbec']
730;Gen del Alma, Superlógico Malbec, Uco Valley, Tupungato;Gen del Alma;Superlógico Malbec;2016;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;12.50%;Full;;['Malbec']
731;Cara Sur, Criolla, Calingasta Valley, San Juan, 2016;Cara Sur;Criolla;2016;Still;Red;Argentina;San Juan;Calingasta Valley;Dry;Cork;13.50%;Medium;;['100% País']
732;Finca el Origen, Reserva Estate Malbec, Uco Valley, 2017;Finca el Origen;Reserva Estate Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['Malbec']
733;Chakana, Nuna Estate Malbec, Luján de Cuyo, Mendoza, 2017;Chakana;Nuna Estate Malbec;2017;Still;Red;Argentina;Mendoza;Luján de Cuyo;Dry;Cork;13.50%;Full;;['Malbec']
734;Fabre Montmayou, Gran Reservado Malbec, Mendoza, 2015;Fabre Montmayou;Gran Reservado Malbec;2015;Still;Red;Argentina;Mendoza;;Dry;Cork;14.50%;Full;;['Malbec']
735;Raffy, Hedera Malbec, Uco Valley, Gualtallary, Mendoza, 2015;Raffy;Hedera Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;15.00%;Full;;['Malbec']
736;Cadus, Signature Series Criolla, Uco Valley, Mendoza, 2017;Cadus;Signature Series Criolla;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Medium;;['10% País', '90% Criolla Grande']
737;Fabre Montmayou, HJ Fabre Barrel Selection Malbec, 2015;Fabre Montmayou;HJ Fabre Barrel Selection Malbec;2015;Still;Red;Argentina;Patagonia;;Dry;Cork;15.00%;Full;;['Malbec']
738;Bodega Atamisque, Serbal Malbec, Uco Valley, Tupungato, 2017;Bodega Atamisque;Serbal Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.00%;Full;;['Malbec']
739;Altocedro, Año Cero Malbec, Uco Valley, La Consulta, 2017;Altocedro;Año Cero Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['Malbec']
740;The Beefsteak Club, Reserve Malbec, Uco Valley, 2015;The Beefsteak Club;Reserve Malbec;2015;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.50%;Full;;['Malbec']
741;Finca Ferrer, Acordeón Malbec, Uco Valley, Gualtallary, 2017;Finca Ferrer;Acordeón Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;14.00%;Full;;['Malbec']
742;Finca Sophenia, Malbec, Uco Valley, Tupungato, Mendoza, 2017;Finca Sophenia;Malbec;2017;Still;Red;Argentina;Mendoza;Uco Valley;Dry;Cork;13.50%;Full;;['Malbec']
