;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes;Brand
114;Les Collines du Bourdic, 1928 Secret de Cave, Pays d'Oc, Languedoc-Roussillon, France 2020;Les Collines du Bourdic;2020;Still;White;France;Languedoc-Roussillon;Pays d'Oc;Dry;Cork;13.50%;Medium;Oaked;['100% Viognier'];1928 Secret de Cave
115;Plaimont Producteurs, Cirque Nord, Saint-Mont, Southwest France 2019;Plaimont Producteurs;2019;Still;White;France;Southwest France;Saint-Mont;Dry;Cork;14.00%;Medium;Lightly Oaked;['Gros Manseng', 'Petit Manseng'];Cirque Nord
116;Maison Sinnae, Les Cosses Vacquières, Lirac, Rhône, France 2020;Maison Sinnae;2020;Still;Red;France;Rhône;Lirac;Dry;Cork;15.50%;Full;Unoaked;['Syrah / Shiraz', 'Grenache'];Les Cosses Vacquières
117;Cellier des Demoiselles, Orange is the New Color, Languedoc-Roussillon, Vin de France 2021;Cellier des Demoiselles;2021;Still;Orange;France;Languedoc-Roussillon;Vin de France;Dry;Cork;13.00%;Medium;Unoaked;['100% Soreli'];Orange is the New Color
118;Castelbarry, Les Raisins d'y Croire, Terrasses du Larzac, Languedoc-Roussillon, France 2019;Castelbarry;2019;Still;Red;France;Languedoc-Roussillon;Terrasses du Larzac;Dry;Cork;13.50%;Full;Oaked;['50% Mourvèdre', '20% Syrah / Shiraz', '30% Grenache'];Les Raisins d'y Croire
119;Les Vignerons du Castelas, Domaine du Fournier, Côtes du Rhône Villages (Signargues), Rhône, France 2020;Les Vignerons du Castelas;2020;Still;Red;France;Rhône;Côtes du Rhône Villages;Dry;Cork;14.50%;Full;Oaked;['Syrah / Shiraz', 'Grenache'];Domaine du Fournier
120;Jaillance, La Surprenante, Clairette de Die, Rhône, France;Jaillance;;Sparkling;White;France;Rhône;Clairette de Die;Sweet;Cork;8.50%;Medium;Unoaked;['Clairette'];La Surprenante
121;Les Vignerons de St-Jean-de-Minervois, Domaine des Tailhades, Muscat de St-Jean-de-Minervois, Languedoc-Roussillon, France 2020;Les Vignerons de St-Jean-de-Minervois;2020;Fortified;White;France;Languedoc-Roussillon;Muscat de St-Jean-de-Minervois;Sweet;Cork;15.00%;Medium;Unoaked;['100% Muscat à Petits Grains'];Domaine des Tailhades
122;Devaux, Cuvée D, Champagne, France NV;Devaux;;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Light;;['45% Chardonnay', '55% Pinot Noir / Pinot Nero'];Cuvée D
123;Château la Canorgue, Luberon, Rhône, France 2021;Château la Canorgue;2021;Still;White;France;Rhône;Luberon;Dry;Cork;13.00%;Medium;;['Clairette', 'Marsanne', 'Roussanne'];
124;M Chapoutier, Mathilde Chapoutier Selection, Duché d’Uzès, Rhône, France 2020;M Chapoutier;2020;Still;Red;France;Rhône;Duché d’Uzès;Dry;Cork;13.50%;Medium;;['Grenache / Garnacha', 'Syrah / Shiraz'];Mathilde Chapoutier Selection
125;Mas Foulaquier, Orange à la Mer, Languedoc-Roussillon, Vin de France 2021;Mas Foulaquier;2021;Still;Orange;France;Languedoc-Roussillon;Vin de France;Dry;Cork;13.50%;Medium;;['15% Grenache Blanc / Garnacha Blanca', '13% Muscat Blanc À Petits Grains', '70% Muscat of Alexandre'];Orange à la Mer
126;Domaine Cordaillat, Tradition, Reuilly, Loire, France 2020;Domaine Cordaillat;2020;Still;White;France;Loire;Reuilly;Dry;Cork;14.00%;Medium;;['100% Sauvignon Blanc'];Tradition
127;Château Bouscassé, Les Jardins Philosophiques, Pacherenc du Vic-Bilh Sec, Southwest France 2016;Château Bouscassé;2016;Still;White;France;Southwest France;Pacherenc du Vic-Bilh Sec;Dry;Cork;13.50%;Medium;;['Petit Manseng', 'Petit Courbu'];Les Jardins Philosophiques
128;Domaine J Laurens, Les Graimenous, Crémant de Limoux, Languedoc, France 2020;Domaine J Laurens;2020;Sparkling;White;France;Languedoc-Roussillon;Crémant de Limoux;Brut;Cork;12.00%;Medium;;['60% Chardonnay', '30% Chenin Blanc', '5% Mauzac'];Les Graimenous
129;Château Finegrave, St-Julien, Bordeaux, France 2020;Château Finegrave;2020;Still;Red;France;Bordeaux;St-Julien;Dry;Cork;;Full;Oaked;['Cabernet Sauvignon'];
130;E Guigal, Côtes du Rhône, Rhône, France 2019;E Guigal;2019;Still;Red;France;Rhône;Côtes du Rhône;Dry;Cork;14.50%;Medium;Oaked;['10% Mourvèdre', '50% Syrah / Shiraz', '40% Grenache'];
131;Les Vignobles Foncalieu, Sillages Albariño, Languedoc-Roussillon 2021;Les Vignobles Foncalieu;2021;Still;White;France;Languedoc-Roussillon;;Dry;Cork;13.00%;Light;;['100% Albariño/Alvarinho'];Sillages Albariño
132;Domaine Georges Mugneret-Gibourg, Nuits-St-Georges 1er Cru Chaignots, Burgundy, France 2021;Domaine Georges Mugneret-Gibourg;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
133;Château Sainte Marguerite, Symphonie, Côtes de Provence, France 2022;Château Sainte Marguerite;2022;Still;Rosé;;;;;;;;;;Symphonie
134;Château Sainte Marguerite, Fantastique, Côtes de Provence, France 2022;Château Sainte Marguerite;2022;Still;Rosé;France;Provence;Côtes de Provence;Dry;Cork;13.00%;Light;;['Rolle', 'Grenache'];Fantastique
135;Domaine Henri Gouges, Nuits-St-Georges, 1er Cru Les St-Georges, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
136;Domaine Henri Gouges, Nuits-St-Georges, 1er Cru Chaignots, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
137;Domaine Henri Gouges, Nuits-St-Georges, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
138;Domaine du Comte Liger-Belair, Nuits-St-Georges, 1er Cru Clos des Grandes Vignes, Burgundy, France 2021;Domaine du Comte Liger-Belair;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
139;Domaine des Perdrix, Nuits-St-Georges, 1er Cru Terres Blanches, Burgundy, France 2021;Domaine des Perdrix;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
140;Domaine de l’Arlot, Monopole, Nuits-St-Georges, 1er Cru Clos des Forêts St-Georges, Burgundy, France 2021;Domaine de l’Arlot;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Monopole
141;Domaine de l’Arlot, Monopole, Nuits-St-Georges, 1er Cru Clos de l'Arlot, Burgundy, France 2021;Domaine de l’Arlot;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Monopole
142;Benjamin Leroux, Nuits-St-Georges, 1er Cru Cailles, Burgundy, France 2021;Benjamin Leroux;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
143;Via Caritatis, Silentium Tibi Laus, Ventoux, Rhône, France 2019;Via Caritatis;2019;Still;White;France;Rhône;Ventoux;Dry;Cork;13.50%;Full;Lightly Oaked;['99% Clairette', '1% Roussanne'];Silentium Tibi Laus
144;La Croix Chaptal, Clairette Rose, Vin de France, France 2021;La Croix Chaptal;2021;Still;White;France;Languedoc-Roussillon;Vin de France;Dry;Cork;13.00%;Full;Unoaked;['Clairette'];Clairette Rose
145;L'Estabel, Le Grand Pan, Clairette de Languedoc Cabrières, Languedoc-Roussillon, France 2021;L'Estabel;2021;Still;White;France;Languedoc-Roussillon;Clairette de Languedoc Cabrières;Dry;Cork;14.00%;Medium;Unoaked;['Clairette'];Le Grand Pan
146;L'Estabel, Le Grand Pan, Clairette de Languedoc Cabrières, Languedoc-Roussillon, France 2021;L'Estabel;2021;Still;White;France;Languedoc-Roussillon;Clairette de Languedoc Cabrières;Dry;Cork;14.00%;Medium;Unoaked;['Clairette'];Le Grand Pan
147;Domaine Santa Duc, Le Serre du Rieu, Côtes du Rhône, Rhône, France 2020;Domaine Santa Duc;2020;Still;White;France;Rhône;Côtes du Rhône;Dry;Cork;;Light;Lightly Oaked;['10% Bourboulenc', '90% Clairette'];Le Serre du Rieu
148;Domaine Peylong, L'Autre, Vin de France, Rhône, France 2021;Domaine Peylong;2021;Still;White;France;Rhône;Vin de France;Dry;Cork;11.50%;Medium;Unoaked;['Clairette'];L'Autre
149;Domaine Galevan, Libre Expression, Côtes du Rhône, Rhône, France 2021;Domaine Galevan;2021;Still;White;France;Rhône;Côtes du Rhône;Dry;Cork;13.00%;Medium;Unoaked;['80% Clairette', '10% Marsanne', '10% Roussanne'];Libre Expression
150;Château Juvenal, Les Ribes de Vallat, Ventoux, Rhône, France 2021;Château Juvenal;2021;Still;White;France;Rhône;;;;;;;;Les Ribes de Vallat
151;Château des Ferrages, Les Infirmières, Côtes de Provence, Provence, France 2019;Château des Ferrages;2019;Still;White;France;Provence;Côtes de Provence;Dry;Cork;13.00%;Full;Lightly Oaked;['Clairette'];Les Infirmières
152;Cave Poulet, Fleur de Clairette, Coteaux de Die, Rhône, France 2020;Cave Poulet;2020;Still;White;France;Rhône;Coteaux de Die;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Clairette'];Fleur de Clairette
153;Vindemio, Ignis, Ventoux, Rhône, France 2020;Vindemio;2020;Still;White;France;Rhône;Ventoux;Dry;Cork;13.00%;Full;Lightly Oaked;['Clairette', 'Grenache Blanc'];Ignis
154;Famille Gonnet, Secret de Famille, Châteauneuf-du-Pape, Rhône, France 2019;Famille Gonnet;2019;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;;Full;Lightly Oaked;['100% Clairette'];Secret de Famille
155;Domaines Bunan, Mas de la Rouvière, Bandol, Provence, France 2021;Domaines Bunan;2021;Still;White;France;Provence;Bandol;Dry;Cork;13.00%;Full;Unoaked;['Clairette'];Mas de la Rouvière
156;Domaine Peylong, L'Oublié, Coteaux de Die, Rhône, France 2020;Domaine Peylong;2020;Still;White;France;Rhône;Coteaux de Die;Dry;Cork;13.50%;Medium;Lightly Oaked;['100% Clairette'];L'Oublié
157;Domaine des Pères de l'Eglise, La Genese de Paulette, Châteauneuf-du-Pape, Rhône, France 2020;Domaine des Pères de l'Eglise;2019;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Oaked;['Clairette', 'Clairette Rose'];La Genese de Paulette
158;Domaine Alary, La Jean de Verde, Cairanne, Rhône, France 2020;Domaine Alary;2020;Still;White;France;Rhône;Cairanne;Dry;Cork;14.00%;Full;Lightly Oaked;['Bourboulenc', 'Clairette'];La Jean de Verde
159;Château Pesquié, Cuvée Juliette, Ventoux, Rhône, France 2021;Château Pesquié;2021;Still;White;France;Rhône;Ventoux;Dry;Cork;13.00%;Full;Lightly Oaked;['80% Clairette', '20% Grenache Blanc'];Cuvée Juliette
160;Domaine Chante Cigale, Châteauneuf-du-Pape, Rhône, France 1993;Domaine Chante Cigale;1993;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Oaked;['60% Clairette', '40% Roussanne'];
161;Terre des Chardons, J'M, Clairette de Bellegarde, Rhône, France 2019;Terre des Chardons;2019;Still;White;France;Rhône;Clairette de Bellegarde;Dry;Cork;13.50%;Full;Unoaked;['100% Clairette'];J'M
162;Domaine la Barroche, Pure Blanc, Châteauneuf-du-Pape, Rhône, France 2020;Domaine la Barroche;2020;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Oaked;['100% Clairette'];Pure Blanc
163;Château de St Cosme, Le Poste, Côtes du Rhône, Rhône, France 2020;Château de St Cosme;2020;Still;White;France;Rhône;Côtes du Rhône;Dry;Cork;12.50%;Full;Lightly Oaked;['100% Clairette'];Le Poste
164;Château de St Cosme, Hominis Fides, Côtes du Rhône, Rhône, France 2020;Château de St Cosme;2020;Still;White;France;Rhône;Côtes du Rhône;Dry;Cork;12.00%;Medium;Lightly Oaked;['100% Clairette'];Hominis Fides
165;La Bastide St-Dominique, Chapelle, Châteauneuf-du-Pape, Rhône, France 2020;La Bastide St-Dominique;2020;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Lightly Oaked;['100% Pink Clairette'];Chapelle
166;Château de Vaudieu, Les Clairette de Gabriel, Châteauneuf-du-Pape, Rhône, France 2019;Château de Vaudieu;2019;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Oaked;['100% Clairette'];Les Clairette de Gabriel
167;Domaine Raymond Usseglio, Pure Clairette, Châteauneuf-du-Pape, Rhône, France 2021;Domaine Raymond Usseglio;2021;Still;White;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.00%;Full;Lightly Oaked;['Clairette', 'Clairette Rose'];Pure Clairette
168;Cave Poulet, Brut, Crémant de Die, Rhône, France NV;Cave Poulet;;Sparkling;White;France;Rhône;Crémant de Die;Brut;Cork;11.50%;Medium;Unoaked;['10% Aligoté', '85% Clairette', '5% Muscat Blanc À Petits Grains'];Brut
169;Domaine Peylong, Peylonade Brut, Vin de France, Rhône, France 2021;Domaine Peylong;2021;Sparkling;White;France;Rhône;Vin de France;Brut;Cork;11.00%;Medium;Unoaked;['100% Clairette'];Peylonade Brut
170;Cave Monge Granon, Cuvée Origine Brut, Crémant de Die, Rhône, France NV;Cave Monge Granon;;Sparkling;White;France;Rhône;Crémant de Die;Brut;Cork;11.50%;Medium;Unoaked;['15% Aligoté', '83% Clairette', '2% Muscat Blanc À Petits Grains'];Cuvée Origine Brut
171;Domaine Jean-Claude Raspail & Fils, Cuvée Brut, Crémant de Die, Rhône, France NV;Domaine Jean-Claude Raspail & Fils;;Sparkling;White;France;Rhône;Crémant de Die;Brut;Cork;12.50%;Medium;Unoaked;['15% Aligoté', '80% Clairette', '5% Muscat Blanc À Petits Grains'];Cuvée Brut
172;Domaine Peylong, L'Etourdie Brut Nature, Crémant de Die, Rhône, France 2019;Domaine Peylong;2019;Sparkling;White;France;Rhône;Crémant de Die;Brut Nature;Cork;12.50%;Medium;Unoaked;['10% Aligoté', '85% Clairette', '5% Muscat Blanc À Petits Grains'];L'Etourdie Brut Nature
173;Benjamin Leroux, Nuits-St-Georges, 1er Cru Boudots, Burgundy, France 2021;Benjamin Leroux;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
174;Domaine Thibault Liger-Belair, La Charmotte, Nuits-St-Georges, Burgundy, France 2021;Domaine Thibault Liger-Belair;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];La Charmotte
175;Domaine Méo-Camuzet, Nuits-St-Georges, 1er Cru Boudots, Burgundy, France 2021;Domaine Méo-Camuzet;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
176;Domaine JJ Confuron, Nuits-St-Georges, 1er Cru Boudots, Burgundy, France 2021;Domaine JJ Confuron;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
177;Domaine Jacques-Frédéric Mugnier, Nuits-St-Georges, 1er Cru Marechale, Burgundy, France 2021;Domaine Jacques-Frédéric Mugnier;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
178;Domaine Hudelot-Noëllat, Nuits-St-Georges, 1er Cru Murgers, Burgundy, France 2021;Domaine Hudelot-Noëllat;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
179;Domaine Henri Gouges, Nuits-St-Georges, 1er Cru Vaucrains, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
180;Domaine Henri Gouges, Clos Fontaine Jacquinot, Nuits-St-Georges, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Clos Fontaine Jacquinot
181;Domaine Amiot-Servelle, Charmes-Chambertin Grand Cru En Mazoyères, Burgundy, France 2021;Domaine Amiot-Servelle;2021;Still;Red;France;Burgundy;Charmes-Chambertin Grand Cru;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];En Mazoyères
182;Domaine Georges Roumier, Charmes-Chambertin Grand Cru Aux Mazoyères, Burgundy, France 2021;Domaine Georges Roumier;2021;Still;Red;France;Burgundy;Charmes-Chambertin Grand Cru;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Aux Mazoyères
183;Domaine de la Vougeraie, Charmes-Chambertin Grand Cru Les Mazoyères, Burgundy, France 2021;Domaine de la Vougeraie;2021;Still;Red;France;Burgundy;Charmes-Chambertin Grand Cru;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Les Mazoyères
184;Domaine Georges Mugneret-Gibourg, Au Bas de Combe, Burgundy, France 2021;Domaine Georges Mugneret-Gibourg;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Au Bas de Combe
185;Domaine du Comte Liger-Belair, Nuits-St-Georges, 1er Cru Cras, Burgundy, France 2021;Domaine du Comte Liger-Belair;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
186;Domaine des Perdrix, Nuits-St-Georges, 1er Cru Perdrix, Burgundy, France 2021;Domaine des Perdrix;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
187;Chanterêves, Nuits-St-Georges, 1er Cru, Burgundy, France 2021;Chanterêves;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
188;Bouchard Père & Fils, Nuits-St-Georges, 1er Cru Cailles, Burgundy, France 2021;Bouchard Père & Fils;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
189;Thibault Liger-Belair Successeurs, Les Belles Croix, Nuits-St-Georges, Burgundy, France 2021;Thibault Liger-Belair Successeurs;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Les Belles Croix
190;Edouard Delaunay, Nuits-St-Georges, 1er Cru Argillas, Burgundy, France 2021;Edouard Delaunay;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
191;Domaine Alexandre Parigot, Nuits-St-Georges, 1er Cru Damodes, Burgundy, France 2021;Domaine Alexandre Parigot;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
192;Domaine des Lambrays, Nuits-St-Georges, 1er Cru La Richemone, Burgundy, France 2021;Domaine des Lambrays;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
193;Domaine Alexandre Parigot, Nuits-St-Georges, 1er Cru Damodes, Burgundy, France 2021;Domaine Alexandre Parigot;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
194;Domaine Thibault Liger-Belair, Nuits-St-Georges, 1er Cru Les St-Georges, Burgundy, France 2021;Domaine Thibault Liger-Belair;2021;Still;Red;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
195;Domaine Henri Gouges, Nuits-St-Georges, 1er Cru Perrières, Burgundy, France 2021;Domaine Henri Gouges;2021;Still;White;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Oaked;['100% Pinot Blanc'];
196;Domaine de l’Arlot, Monopole, Nuits-St-Georges, 1er Cru Clos de l'Arlot, Burgundy, France 2021;Domaine de l’Arlot;2021;Still;White;France;Burgundy;Nuits-St-Georges;Dry;Cork;;Medium;Lightly Oaked;['100% Chardonnay'];Monopole
197;Deutz, Amour de Deutz Berceau 8, Champagne, France 1998;Deutz;1998;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Amour de Deutz Berceau 8
198;Deutz, Amour de Deutz Berceau 8, Champagne, France 1997;Deutz;1997;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Amour de Deutz Berceau 8
199;Deutz, Cuvée William Deutz Berceau 7, Champagne, France 1996;Deutz;1996;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['35% Chardonnay', '10% Pinot Meunier', '55% Pinot Noir / Pinot Nero'];Cuvée William Deutz Berceau 7
200;Deutz, Blanc de Blancs Berceau 6, Champagne, France 1996;Deutz;1996;Sparkling;White;;;;;;;;;;Blanc de Blancs Berceau 6
201;Deutz, Cuvée William Deutz Berceau 7, Champagne, France 1995;Deutz;1995;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['35% Chardonnay', '10% Pinot Meunier', '55% Pinot Noir / Pinot Nero'];Cuvée William Deutz Berceau 7
202;Deutz, Blanc de Blancs Berceau 6, Champagne, France 1995;Deutz;1995;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Blanc de Blancs Berceau 6
203;Deutz, Brut Berceau 4, Champagne, France 1993;Deutz;1993;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['30% Chardonnay', '10% Pinot Meunier', '60% Pinot Noir / Pinot Nero'];Brut Berceau 4
204;Deutz, Blanc de Blancs Berceau 6, Champagne, France 1993;Deutz;1993;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Blanc de Blancs Berceau 6
205;Deutz, Cuvée William Deutz Berceau 7, Champagne, France 1990;Deutz;1990;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['35% Chardonnay', '10% Pinot Meunier', '55% Pinot Noir / Pinot Nero'];Cuvée William Deutz Berceau 7
206;Deutz, Blanc de Blancs Berceau 6, Champagne, France 1990;Deutz;1990;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Blanc de Blancs Berceau 6
207;Deutz, Brut Berceau 4, Champagne, France 1989;Deutz;1989;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['30% Chardonnay', '10% Pinot Meunier', '60% Pinot Noir / Pinot Nero'];Brut Berceau 4
208;Deutz, Blanc de Blancs Berceau 6, Champagne, France 1988;Deutz;1988;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Blanc de Blancs Berceau 6
209;Deutz, Brut Berceau 4, Champagne, France 1985;Deutz;1985;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['30% Chardonnay', '10% Pinot Meunier', '60% Pinot Noir / Pinot Nero'];Brut Berceau 4
210;Deutz, Brut Berceau 4, Champagne, France 1983;Deutz;1983;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['30% Chardonnay', '10% Pinot Meunier', '60% Pinot Noir / Pinot Nero'];Brut Berceau 4
211;Deutz, Amour de Deutz Berceau 8, Champagne 2002;Deutz;2002;Sparkling;White;France;Champagne;;Brut;Cork;12.00%;Medium;;['100% Chardonnay'];Amour de Deutz Berceau 8
