;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes;Brand
1974;Domaine de Longue Toque, Gigondas, Rhône 2014;Domaine de Longue Toque;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;15.50%;Full;Lightly Oaked;['60% Grenache / Garnacha', '40% Syrah / Shiraz'];
1975;Domaine Saint Gayan, Origine, Gigondas, Rhône 2014;Domaine Saint Gayan;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Medium;Lightly Oaked;['80% Grenache / Garnacha', '5% Mourvèdre', '15% Syrah / Shiraz'];Origine
1976;Gigondas la Cave, La Référence, Gigondas, Rhône 2014;Gigondas la Cave;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Full;Unoaked;['65% Grenache / Garnacha', '10% Mourvèdre', '20% Syrah / Shiraz'];La Référence
1977;Domaine des Bosquets, Réserve, Gigondas, Rhône 2014;Domaine des Bosquets;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Full;Lightly Oaked;['75% Grenache / Garnacha', '3% Mourvèdre', '20% Syrah / Shiraz'];Réserve
1978;Domaine Raspail-Ay, Gigondas, Rhône 2014;Domaine Raspail-Ay;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;15.00%;Full;Lightly Oaked;['70% Grenache / Garnacha', '7% Mourvèdre', '23% Syrah / Shiraz'];
1979;Domaine Montirius, Confidentiel, Gigondas, Rhône 2014;Domaine Montirius;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;15.50%;Medium;Unoaked;['80% Grenache / Garnacha', '20% Mourvèdre'];Confidentiel
1980;Pierre Amadieu, Le Pas de l'Aigle, Gigondas, Rhône 2014;Pierre Amadieu;2014;Still;Red;France;Rhône;Gigondas;Dry;Cork;;Medium;Lightly Oaked;['90% Grenache / Garnacha', '10% Syrah / Shiraz'];Le Pas de l'Aigle
1981;Moulin de la Gardette, Ventabren, Gigondas, Rhône 2013;Moulin de la Gardette;2013;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Medium;Oaked;['10% Cinsault', '20% Syrah / Shiraz', '70% Grenache'];Ventabren
1982;Domaine du Grapillon d'Or, 1806, Gigondas, Rhône, 2020;Domaine du Grapillon d'Or;2020;Still;Red;France;Rhône;Gigondas;Dry;Cork;15.00%;Full;Lightly Oaked;['20% Syrah / Shiraz', '80% Grenache'];1806
1983;Domaine Jean-Baptiste Boudier, Pernand-Vergelesses, 1er Cru Sous Frétille, Burgundy, 2020;Domaine Jean-Baptiste Boudier;2020;Still;White;France;Burgundy;Pernand-Vergelesses;Dry;Cork;13.50%;Medium;;['100% Chardonnay'];
1984;Domaine Simon Colin, Chardonnay, Bourgogne, Burgundy, 2019;Domaine Simon Colin;2019;Still;White;France;Burgundy;Bourgogne;Dry;Cork;13.50%;Medium;;['100% Chardonnay'];Chardonnay
1985;Domaine Jeannot, Meursault, 1er Cru Porusots, Burgundy, 2020;Domaine Jeannot;2020;Still;White;France;Burgundy;Meursault;Dry;Cork;13.00%;Medium;;['100% Chardonnay'];
1986;Millemann, Bonnes-Mares Grand Cru, Burgundy, 2020;Millemann;2020;Still;Red;France;Burgundy;Bonnes-Mares Grand Cru;Dry;Cork;;Medium;;['100% Pinot Noir / Pinot Nero'];
1987;Domaine Benoît Chevallier, Vosne-Romanée, 1er Cru Beaux Monts, Burgundy, 2020;Domaine Benoît Chevallier;2020;Still;Red;France;Burgundy;Vosne-Romanée;Dry;Cork;;Medium;;['100% Pinot Noir / Pinot Nero'];
1988;Domaine Pierre-Vincent Girardin, Pommard, 1er Cru Rugiens-Bas, Burgundy, 2021;Domaine Pierre-Vincent Girardin;2021;Still;Red;France;Burgundy;Pommard;Dry;Cork;;Medium;;['100% Pinot Noir / Pinot Nero'];
1989;Domaine Gérard Seguin, Vieilles Vignes, Gevrey-Chambertin, Burgundy, 2020;Domaine Gerard Seguin;2020;Still;Red;France;Burgundy;Gevrey-Chambertin;Dry;Cork;;Medium;;['100% Pinot Noir / Pinot Nero'];Vieilles Vignes
1990;Domaine Marc-Antonin Blain, Chassagne-Montrachet, 1er Cru Morgeot, Burgundy, 2020;Domaine Marc-Antonin Blain;2020;Still;Red;France;Burgundy;Chassagne-Montrachet;Dry;Cork;13.50%;Medium;;['100% Pinot Noir / Pinot Nero'];
1991;Domaine Pierrick Bouley, Volnay, 1er Cru Robardelle, Burgundy, 2018;Domaine Pierrick Bouley;2018;Still;Red;France;Burgundy;Volnay;Dry;Cork;;Medium;;['100% Pinot Noir / Pinot Nero'];
1992;Montirius, Minéral, Vacqueyras, Rhône, 2020;Domaine Montirius;2020;Still;White;France;Rhône;Vacqueyras;Dry;Cork;13.00%;Medium;Unoaked;['Bourboulenc', 'Roussanne', 'Grenache Blanc'];Minéral
1993;Domaine Montirius, Garrigues, Vacqueyras, Rhône, 2009;Domaine Montirius;2009;;Red;France;Rhône;Vacqueyras;;;15.00%;;;['Grenache / Garnacha', 'Syrah / Shiraz'];Garrigues
1994;Domaine Montirius, Confidentiel, Gigondas, Rhône, 2015;Domaine Montirius;2015;Still;Red;France;Rhône;Gigondas;Dry;Cork;14.50%;Full;;['80% Grenache / Garnacha', '20% Mourvèdre'];Confidentiel
1995;Château Margaux, Margaux du Château Margaux, Bordeaux 2015;Château Margaux;2015;Still;Red;France;Bordeaux;Margaux;Dry;Cork;14.00%;Medium;Oaked;['5% Cabernet Franc', '53% Cabernet Sauvignon', '42% Merlot'];Margaux du Château Margaux
1996;Château Margaux, Margaux du Château Margaux, Bordeaux 2015;Château Margaux;2010;Still;Red;France;Bordeaux;Margaux;Dry;Cork;14.00%;Medium;Oaked;['66% Cabernet Sauvignon', '30% Merlot', '4% Petit Verdot'];Pavillon Rouge du Château Margaux
1997;Château Margaux, Margaux, 1er Cru Classé, Bordeaux, 2009;Château Margaux;2009;Still;Red;France;Bordeaux;Margaux;Dry;Natural Cork;13.50%;;;['2% Cabernet Franc', '87% Cabernet Sauvignon', '9% Merlot', '2% Petit Verdot'];
1998;Château Margaux, Margaux, 1er Cru Classé, Bordeaux, 1995;Château Margaux;1995;Still;Red;France;Bordeaux;Margaux;Dry;Cork;12.50%;Medium;Oaked;['75% Cabernet Sauvignon', '17% Merlot', '5% Petit Verdot'];
1999;Château Margaux, Margaux, 1er Cru Classé, Bordeaux, 1989;Château Margaux;1989;Still;Red;France;Bordeaux;Margaux;Dry;Cork;12.50%;Medium;Oaked;['67% Cabernet Sauvignon', '23% Merlot', '5% Petit Verdot'];
2000;Château Margaux, Pavillon Rouge, Margaux, Bordeaux, 2010;Château Margaux;2010;Still;Red;France;Bordeaux;Margaux;Dry;Natural Cork;14.00%;Full;Oaked;['66% Cabernet Sauvignon', '30% Merlot', '4% Petit Verdot'];Pavillon Rouge
2001;Château Bel-Air, Bergerac Rouge, Southwest France, 2020;Château Bel-Air;2020;Still;Red;France;Southwest France;;Dry;Natural Cork;15.00%;;;['8% Cabernet Franc', '50% Cabernet Sauvignon', '42% Merlot'];Bergerac Rouge
2002;Penfolds, FWT 585, Bordeaux, France 2019;Penfolds;2019;Still;Red;France;Bordeaux;;Dry;Cork;14.00%;Full;Oaked;['53% Cabernet Sauvignon', '34% Merlot', '13% Petit Verdot'];FWT 585
2003;Bouchard Père & Fils, Chambertin Grand Cru, Burgundy, 2020;Bouchard Père & Fils;2020;Still;Red;France;Burgundy;Chambertin Grand Cru;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2004;Bouchard Père & Fils, Chambertin-Clos de Bèze Grand Cru, Burgundy, 2020;Bouchard Père & Fils;2020;Still;Red;France;Burgundy;Chambertin-Clos de Bèze Grand Cru;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2005;Bouchard Père & Fils, Beaune, 1er Cru Les Teurons, Burgundy, 2020;Bouchard Père & Fils;2020;Still;Red;France;Burgundy;Beaune;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2006;Bouchard Père & Fils, Vigne de l'Enfant Jésus, Beaune, 1er Cru, Burgundy, 2014;Bouchard Père & Fils;2014;Still;Red;France;Burgundy;Beaune;Dry;Natural Cork;13.50%;;;['999.99% Pinot Noir / Pinot Nero'];Vigne de l'Enfant Jésus
2007;Domaine Georges Roumier, Chambolle-Musigny, 1er Cru Les Amoureuses, Burgundy 2020;Domaine Georges Roumier;2020;Still;Red;France;Burgundy;Chambolle-Musigny;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2008;Bollinger, PN TX17, Champagne, France;Bollinger;;Sparkling;White;France;Champagne;;Extra Brut;;;;;;PN TX17
2009;Domaines Ott, Etoile, Vin de France, Provence 2020;Domaines Ott;2020;Still;Rosé;France;Provence;Vin de France;Dry;Cork;12.00%;Medium;Lightly Oaked;['20% Mourvèdre', '80% Grenache'];Étoile
2010;Domaines Ott, Étoile, Vin de France, Provence 2021;Domaines Ott;2021;Still;Rosé;France;Provence;Vin de France;Dry;Cork;14.00%;Medium;Unoaked;['80% Grenache / Garnacha', '20% Mourvèdre'];Étoile
2011;Domaines Ott, Étoile, Vin de France, Provence 2021;Domaines Ott;2021;Still;Rosé;France;Provence;Vin de France;Dry;Cork;14.00%;Medium;Unoaked;['80% Grenache / Garnacha', '20% Mourvèdre'];Étoile
2012;Nice, Pale Rosé, Vin de France, Southwest France 2020;Nice;2020;Still;Rosé;France;Southwest France;Vin de France;Dry;Can;12.00%;Medium;Unoaked;['100% Grenache / Garnacha'];Pale Rosé
2013;Ruinart, Dom Ruinart Blanc de Blancs, Champagne, France 2010;Ruinart;2010;Sparkling;White;France;Champagne;;Extra Brut;Natural Cork;12.50%;Full;;['100% Chardonnay'];Dom Ruinart Blanc de Blancs
2014;Martine & Christian Rouchier, Puat, St-Joseph, Rhône 2020;Martine & Christian Rouchier;2020;Still;Red;France;Rhône;St-Joseph;Dry;Cork;12.00%;Light;Lightly Oaked;['20% Chasselas', '80% Syrah / Shiraz'];Puat
2015;Martine & Christian Rouchier, Antraigues Syrah, Vin de France, Rhône 2020;Martine & Christian Rouchier;2020;Still;Red;France;Rhône;Vin de France;Dry;Cork;11.50%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Antraigues Syrah
2016;Martine & Christian Rouchier, Antraigues Viognier, Vin de France, Rhône 2020;Martine & Christian Rouchier;2020;Still;White;France;Rhône;Vin de France;Dry;Cork;14.50%;Medium;Unoaked;['100% Viognier'];Antraigues Viognier
2017;Martine & Christian Rouchier, Antraigues Marsanne, Vin de France, Rhône 2020;Martine & Christian Rouchier;2020;Still;White;France;Rhône;Vin de France;Dry;Cork;13.70%;Medium;Unoaked;['100% Marsanne'];Antraigues Marsanne
2018;Martine & Christian Rouchier, La Chave, St-Joseph, 2020;Martine & Christian Rouchier;2020;Still;Red;France;Rhône;St-Joseph;Dry;Cork;14.00%;Light;Unoaked;['100% Syrah / Shiraz'];La Chave
2019;Martine & Christian Rouchier, Puat, Vin de France, Rhône 2019;Martine & Christian Rouchier;2019;Still;Red;France;Rhône;Vin de France;Dry;Cork;13.00%;Light;Lightly Oaked;['20% Chasselas', '80% Syrah / Shiraz'];Puat
2020;Martine & Christian Rouchier, Luc, St-Joseph, Rhône 2019;Martine & Christian Rouchier;2019;Still;Red;France;Rhône;St-Joseph;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];Luc
2021;Martine & Christian Rouchier, La Chave, St-Joseph, Rhône 2019;Martine & Christian Rouchier;2019;Still;Red;France;Rhône;St-Joseph;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Syrah / Shiraz'];La Chave
2022;Martine & Christian Rouchier, Antraigues Viognier, Vin de France, Rhône 2019;Martine & Christian Rouchier;2019;Still;White;France;Rhône;Vin de France;Dry;Cork;13.50%;Medium;Unoaked;['100% Viognier'];Antraigues Viognier
2023;Martine & Christian Rouchier, Antraigues Marsanne, Vin de France, Rhône 2019;Martine & Christian Rouchier;2019;Still;White;France;Rhône;Vin de France;Dry;Cork;14.50%;Medium;Unoaked;['100% Marsanne'];Antraigues Marsanne
2024;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2018;Clos de Tart;2018;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Natural Cork;13.90%;Medium;Oaked;['Pinot Noir / Pinot Nero'];
2025;Bouchard Père & Fils, Vigne de l'Enfant Jésus, Beaune, 1er Cru, Burgundy, 2015;Bouchard Père & Fils;2015;Still;Red;France;Burgundy;Beaune;Dry;Cork;13.50%;Medium;;['100% Pinot Noir / Pinot Nero'];Vigne de l’Enfant Jésus
2026;Bouchard Père & Fils, Vigne de l'Enfant Jésus, Beaune, 1er Cru, Burgundy, 2017;Bouchard Père & Fils;2017;Still;Red;France;;;;;;;;;Vigne de l'Enfant Jésus
2027;Bouchard Père & Fils, Beaune du Château Blanc, Beaune 1er Cru, Burgundy, France 2020;Bouchard Père & Fils;2020;Still;White;France;Burgundy;Beaune;Dry;Cork;;Medium;Lightly Oaked;['100% Chardonnay'];Beaune du Château Blanc
2028;Bouchard Père & Fils, Beaune du Château, Beaune, 1er Cru, Burgundy, 2017;Bouchard Père & Fils;2017;Still;Red;France;Burgundy;Beaune;Dry;Cork;13.50%;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];Beaune du Château
2029;Bouchard Père & Fils, Beaune du Château, Beaune, 1er Cru, Burgundy, 2020;Bouchard Père & Fils;2020;Still;Red;France;Burgundy;Beaune;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];Beaune du Château
2030;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2019;Clos de Tart;2019;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Natural Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2031;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2017;Clos de Tart;2017;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;13.00%;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2032;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2016;Clos de Tart;2016;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2033;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2015;Clos de Tart;2015;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Natural Cork;;;;['100% Pinot Noir / Pinot Nero'];
2034;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2009;Clos de Tart;2009;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2035;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 2001;Clos de Tart;2001;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2036;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 1985;Clos de Tart;1985;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2037;Clos de Tart, Clos de Tart Grand Cru Monopole, Burgundy, 1959;Clos de Tart;1959;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2038;Clos de Tart, (Vandermulen bottling), Clos de Tart Grand Cru Monopole, Burgundy, 1949;Clos de Tart;1949;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];(Vandermulen bottling)
2039;Clos de Tart, (Vandermulen bottling), Clos de Tart Grand Cru Monopole, Burgundy, 1947;Clos de Tart;1947;Still;Red;France;Burgundy;Clos de Tart Grand Cru Monopole;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];(Vandermulen bottling)
2040;Clos de Tart, La Forge de Tarte, Morey-St-Denis, 1er Cru, Burgundy, 2019;Clos de Tart;2019;Still;Red;France;Burgundy;Morey-St-Denis;Dry;Cork;14.00%;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];La Forge de Tarte
2041;Clos de Tart, La Forge de Tarte, Morey-St-Denis, 1er Cru, Burgundy, 2018;Clos de Tart;2018;Still;Red;France;Burgundy;Morey-St-Denis;Dry;Cork;14.10%;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];La Forge de Tarte
2042;Bouchard Père & Fils, Beaune, 1er Cru Clos de la Mousse, Burgundy, France 2020;Bouchard Père & Fils;2020;Still;Red;France;Burgundy;Beaune;Dry;Cork;;Medium;Lightly Oaked;['100% Pinot Noir / Pinot Nero'];
2043;Bouchard Père & Fils, Beaune, 1er Cru Clos de la Mousse, Burgundy, France 2019;Bouchard Père & Fils;2019;Still;Red;France;Burgundy;Beaune;Dry;Natural Cork;;Light;Oaked;['100% Pinot Noir / Pinot Nero'];
2044;Bouchard Père & Fils, Beaune, 1er Cru Clos de la Mousse, Burgundy, France 2017;Bouchard Père & Fils;2017;Still;Red;France;Burgundy;Beaune;Dry;Cork;13.50%;Medium;Oaked;['100% Pinot Noir / Pinot Nero'];
2045;Domaine Chapel, Charbonnières, Fleurie, Beaujolais, France 2018;Domaine Chapel;2018;Still;Red;France;Burgundy;Beaujolais;Dry;Cork;13.00%;Medium;;['100% Gamay'];Charbonnières
2046;Domaine Mosse, Bangarang, Vin de France, Loire 2021;Domaine Mosse;2021;Still;Red;France;Loire;Vin de France;Dry;Cork;11.50%;Light;;['30% Gamay', '70% Grolleau'];Bangarang
2047;Domaine Jean Baptiste Senat, Arbalète and Coquelicots, Minervois, Languedoc-Roussillon, France 2021;Domaine Jean Baptiste Senat;2021;Still;Red;France;Languedoc-Roussillon;Minervois;Dry;Cork;13.00%;Light;;['15% Cinsault', '75% Grenache / Garnacha', '15% Carignan / Cariñena'];Arbalète and Coquelicots
2048;Mas Mudigliza, Coume des Loups, Côtes du Roussillon, 2019;Mas Mudigliza;2019;Still;Red;France;Languedoc-Roussillon;Côtes du Roussillon;Dry;Cork;14.50%;Full;;['Syrah / Shiraz', 'Grenache', 'Carignan'];Coume des Loups
2049;Château Vieux Moulin, Red Moon, Corbieres, Languedoc, France 2021;Château Vieux Moulin;2021;Sparkling;Rosé;France;Languedoc-Roussillon;Corbieres;Dry;Crown Cap;11.50%;Medium;;['60% Cinsault', '40% Carignan / Cariñena'];Red Moon
2050;Les Enfants Sauvages, Dans Ma Bulle, Vin de France, Roussillon;Les Enfants Sauvages;;Sparkling;Orange;France;Languedoc-Roussillon;Vin de France;Dry;Natural Cork;11.50%;Medium;;['Muscat'];Dans Ma Bulle
2051;Domaine Le Roc, Roc'Ambulle, Fronton, Southwest France 2021;Domaine Le Roc;2021;Sparkling;Rosé;France;Southwest France;Fronton;Off Dry;Crown Cap;9.00%;Medium;;['Négrette', 'Mauzac'];Roc'Ambulle
2052;Vignereuse, Mayga Dark, Vin de France, Southwest France 2020;Vignereuse;2020;Sparkling;Rosé;France;Southwest France;Vin de France;Dry;Crown Cap;13.00%;Medium;;['100% Gamay'];Mayga Dark
2053;Domaine Modat, Ceci N'est Pas Une Limonade, Languedoc-Roussillon, France 2021;Domaine Modat;2021;Sparkling;White;France;Languedoc-Roussillon;;Dry;Crown Cap;10.50%;Medium;;['45% Grenache Gris', '45% Macabeu', '10% Muscat à Petits Grains'];Ceci N'est Pas Une Limonade
2054;Château Barouillet, Splash!, Vin de France, Southwest France 2021;Château Barouillet;2021;Sparkling;White;France;Southwest France;Vin de France;Dry;Crown Cap;10.00%;Medium;;['100% Sémillon'];Splash!
2055;Domaine Bailly-Reverdy, Les Monts Damnés, Sancerre, Loire, 2019;Domaine Bailly-Reverdy;2019;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Les Monts Damnés
2056;Paul Prieur & Fils, Monts Damnés, Sancerre, Loire, 2020;Paul Prieur & Fils;2020;Still;White;France;Loire;Sancerre;Dry;Cork;14.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Monts Damnés
2057;François Cotat, Monts Damnés, Sancerre, Loire, 2018;François Cotat;2018;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Monts Damnés
2058;Gérard Boulay, Monts Damnés, Sancerre, Loire, 2019;Gérard Boulay;2019;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Monts Damnés
2059;Roger & Christophe Moreux, Les Monts Damnés, Sancerre, Loire, 2019;Roger & Christophe Moreux;2019;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Unoaked;['100% Sauvignon Blanc'];Les Monts Damnés
2060;Anthony & David Girard, Les Monts Damnés, Sancerre, Loire, 2019;Anthony & David Girard;2019;Still;White;France;Loire;Sancerre;Dry;Cork;13.00%;Full;Unoaked;['100% Sauvignon Blanc'];Les Monts Damnés
2061;Rambling Rose, Rosé, Côtes de Provence, France 2021;Rambling Rose;2021;Still;Rosé;France;Provence;Côtes de Provence;Dry;Cork;12.50%;Medium;;['65% Cinsault', '25% Grenache / Garnacha', '10% Syrah / Shiraz'];Rosé
2062;Marks & Spencer, Fleur de Lise Rosé, St-Mont, Southwest France 2021;Marks & Spencer;2021;Still;Rosé;France;Southwest France;Saint-Mont;Dry;Cork;12.00%;Medium;;['27% Cabernet Sauvignon', '27% Tannat', '35% Pinenc'];Fleur de Lise Rosé
2063;Domaine Vincent Delaporte, Les Monts Damnés, Sancerre, Loire, 2017;Domaine Vincent Delaporte;2017;Still;White;France;Loire;Sancerre;Dry;Cork;13.70%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Les Monts Damnés
2064;Thomas-Labaille, Les Monts Damnés, Sancerre, Loire, 2020;Thomas-Labaille;2020;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Unoaked;['100% Sauvignon Blanc'];Les Monts Damnés
2065;Pierre Martin, Les Monts Damnés, Sancerre, Loire, 2016;Pierre Martin;2016;Still;White;France;Loire;Sancerre;Dry;Cork;13.00%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Les Monts Damnés
2066;Pascal Cotat, Les Monts Damnés, Sancerre, Loire, 2017;Pascal Cotat;2017;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Les Monts Damnés
2067;Didier Dagueneau, Le Mont Damné, Sancerre, Loire, 2016;Didier Dagueneau;2016;Still;White;France;Loire;Sancerre;Dry;Cork;12.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Le Mont Damné
2068;Henri Bourgeois, Le MD de Bourgeois, Sancerre, Loire, 2020;Henri Bourgeois;2020;Still;White;France;Loire;Sancerre;Dry;Cork;14.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Le MD de Bourgeois
2069;Domaine André Neveu, La Côte des Monts Damnés, Sancerre, Loire, 2018;Domaine André Neveu;2018;Still;White;France;Loire;Sancerre;Dry;Cork;12.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];La Côte des Monts Damnés
2070;Domaine Hubert Brochard, Côte des Monts Damnés, Sancerre, Loire, 2017;Domaine Hubert Brochard;2017;Still;White;France;Loire;Sancerre;Dry;Cork;13.50%;Full;Lightly Oaked;['100% Sauvignon Blanc'];Côte des Monts Damnés
2071;Cintu, Rosé, Ile de Beauté, Corsica, France 2021;Cintu;2021;Still;Rosé;France;Corsica;Ile de Beauté;Dry;Cork;11.50%;Light;;['30% Nielluccio', '50% Sciacarello', '20% Grenache'];Rosé
2072;Marks & Spencer, Fleurie, Beaujolais, France 2021;Marks & Spencer;2021;Still;Red;France;Beaujolais;Fleurie;Dry;Screwcap;12.50%;Medium;;['100% Gamay'];
2073;Louis Vertay, Brut, Champagne, France NV;Louis Vertay;;Sparkling;White;France;Champagne;;Dry;Cork;12.50%;Light;;['35% Chardonnay', '48% Pinot Meunier', '17% Pinot Noir / Pinot Nero'];Brut
2074;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2011;Domaine de la Janasse;2011;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2075;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2010;Domaine de la Janasse;2010;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2076;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2009;Domaine de la Janasse;2009;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2077;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2008;Domaine de la Janasse;2008;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Medium;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2078;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2007;Domaine de la Janasse;2007;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2079;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2006;Domaine de la Janasse;2006;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2080;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2005;Domaine de la Janasse;2005;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2081;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2004;Domaine de la Janasse;2004;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.00%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2082;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2003;Domaine de la Janasse;2003;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;15.00%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2083;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2001;Domaine de la Janasse;2001;Still;Red;France;Rhône;Châteauneuf-du-Pape;Dry;Cork;14.50%;Full;Lightly Oaked;['20% Mourvèdre', '5% Syrah / Shiraz', '70% Grenache'];Vieilles Vignes
2084;Domaine de la Janasse, Vieilles Vignes, Châteauneuf-du-Pape, Rhône, France 2000;Domaine de la Janasse;2000;Still;Red;France;Rhône;;;;;;;;Vieilles Vignes
