;Title;Producer;Brand;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Closure;Alcohol;Body;Oak;Grapes
2283;Viña Pedrosa, Cepa Gavilán Crianza, Ribera del Duero, 2014;Viña Pedrosa;Cepa Gavilán Crianza;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;Full;;['Tempranillo / Tinto Fino']
2284;Vega Sicilia, Unico, Ribera del Duero, 1973;Vega Sicilia;Unico;1973;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2285;Montecastro, Reserva, Ribera del Duero, 2013;Montecastro;Reserva;2013;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;15.00%;Full;;['Tempranillo / Tinto Fino']
2286;Vega Sicilia, Unico, Ribera del Duero, 1975;Vega Sicilia;Unico;1975;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2287;Vega Sicilia, Unico, Ribera del Duero, 1974;Vega Sicilia;Unico;1974;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2288;Vega Sicilia, Unico, Ribera del Duero, 1980;Vega Sicilia;Unico;1980;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2289;Vega Sicilia, Unico, Ribera del Duero, 1979;Vega Sicilia;Unico;1979;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2290;Vega Sicilia, Unico, Ribera del Duero, 1982;Vega Sicilia;Unico;1982;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2291;Vega Sicilia, Unico, Ribera del Duero, 1983;Vega Sicilia;Unico;1983;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.00%;;;
2292;Vega Sicilia, Unico, Ribera del Duero, 1999;Vega Sicilia;Unico;1999;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2293;Vega Sicilia, Unico, Ribera del Duero, 1985;Vega Sicilia;Unico;1985;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2294;Vega Sicilia, Único, Ribera del Duero, 2005;Vega Sicilia;Único;2005;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;Full;Oaked;['Cabernet Sauvignon', 'Tempranillo / Tinto Fino']
2295;Dominio de Cair, Tierras de Cair Reserva, Ribera del Duero, 2012;Dominio de Cair;Tierras de Cair Reserva;2012;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;Full;;['Tempranillo / Tinto Fino']
2296;Benjamin de Rothschild & Vega Sicilia, Macan, Rioja, 2016;Benjamin de Rothschild & Vega Sicilia;Macan;2016;Still;Red;Spain;Northern Spain;Rioja;Dry;Cork;15.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
2297;Vega Sicilia, Valbuena 5, Ribera del Duero, 2012;Vega Sicilia;Valbuena 5;2012;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
2298;Vega Sicilia, Valbuena 5, Ribera del Duero, 1995;Vega Sicilia;Valbuena 5;1995;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;;Full;Oaked;['Tempranillo / Tinto Fino']
2299;Vega Sicilia, Valbuena 5, Ribera del Duero, 2006;Vega Sicilia;Valbuena 5;2006;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.50%;Full;Oaked;['Malbec', 'Merlot', '85% Tempranillo / Tinto Fino']
2300;Vega Sicilia, Valbuena 5, Ribera del Duero, 2007;Vega Sicilia;Valbuena 5;2007;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.50%;Full;Oaked;['10% Merlot', '90% Tempranillo / Tinto Fino']
2301;Vega Sicilia, Valbuena 5, Ribera del Duero, 2010;Vega Sicilia;Valbuena 5;2010;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.50%;Full;Oaked;['5% Merlot', '95% Tempranillo / Tinto Fino']
2302;Vega Sicilia, Valbuena 5, Ribera del Duero, 2009;Vega Sicilia;Valbuena 5;2009;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.00%;Full;Oaked;['5% Merlot', '95% Tempranillo / Tinto Fino']
2303;Vega Sicilia, Valbuena 5, Ribera del Duero, 2011;Vega Sicilia;Valbuena 5;2011;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.50%;Full;Oaked;['5% Merlot', '95% Tempranillo / Tinto Fino']
2304;Vega Sicilia, Valbuena 5, Ribera del Duero, 2014;Vega Sicilia;Valbuena 5;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;Full;Oaked;['5% Merlot', '95% Tempranillo / Tinto Fino']
2305;Vega Sicilia, Valbuena 5, Ribera del Duero, 2008;Vega Sicilia;Valbuena 5;2008;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.00%;Full;Oaked;['Malbec', 'Merlot', '93% Tempranillo / Tinto Fino']
2306;Vega Sicilia, Valbuena 5, Ribera del Duero, 2004;Vega Sicilia;Valbuena 5;2004;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;;Full;Oaked;['Malbec', 'Merlot', '90% Tempranillo / Tinto Fino']
2307;Vega Sicilia, Valbuena 5, Ribera del Duero, 2013;Vega Sicilia;Valbuena 5;2013;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.00%;Full;Oaked;['5% Merlot', '95% Tempranillo / Tinto Fino']
2308;Vega Sicilia, Alión, Ribera del Duero, 2015;Vega Sicilia;Alión;2015;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;15.00%;Full;Oaked;['100% Tempranillo / Tinto Fino']
2309;Vega Sicilia, Pintia, Toro, Castilla y Léon, Spain, 2013;Vega Sicilia;Pintia;2013;Still;Red;Spain;Castilla y Léon;Toro;;;14.00%;;;['Tempranillo / Tinto Fino', 'Tinto de Toro']
2310;Vega Sicilia, Alión, Ribera del Duero, 2013;Vega Sicilia;Alión;2013;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;;;['Tempranillo / Tinto Fino']
2311;Vega Sicilia, Alión, Ribera del Duero, 2014;Vega Sicilia;Alión;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Natural Cork;14.50%;Full;Oaked;['Tempranillo / Tinto Fino']
2312;Vega Sicilia, Único, Ribera del Duero, 1999;Vega Sicilia;Único;1999;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;Full;Oaked;['10% Cabernet Sauvignon', '90% Tempranillo / Tinto Fino']
2313;Vega Sicilia, Unico, Ribera del Duero, 1996;Vega Sicilia;Unico;1996;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2314;Aster, Finca el Otero, Ribera del Duero, 2014;Aster;Finca el Otero;2014;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;Full;;['Tempranillo / Tinto Fino']
2315;Vega Sicilia, Unico, Ribera del Duero, 1948;Vega Sicilia;Unico;1948;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2316;Vega Sicilia, Unico, Ribera del Duero, 1964;Vega Sicilia;Unico;1964;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2317;Vega Sicilia, Unico, Ribera del Duero, 1957;Vega Sicilia;Unico;1957;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2318;Vega Sicilia, Unico, Ribera del Duero, 1960;Vega Sicilia;Unico;1960;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2319;Vega Sicilia, Unico, Ribera del Duero, 1962;Vega Sicilia;Unico;1962;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2320;Vega Sicilia, Unico, Ribera del Duero, 1968;Vega Sicilia;Unico;1968;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2321;Vega Sicilia, Unico, Ribera del Duero, 1967;Vega Sicilia;Unico;1967;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2322;Vega Sicilia, Unico, Ribera del Duero, 1965;Vega Sicilia;Unico;1965;Still;Red;Spain;Castilla y Léon;;;;;;;
2323;Vega Sicilia, Unico, Ribera del Duero, 1969;Vega Sicilia;Unico;1969;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2324;Vega Sicilia, Unico, Ribera del Duero, 1966;Vega Sicilia;Unico;1966;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;;;;
2325;Vega Sicilia, Unico, Ribera del Duero, 1989;Vega Sicilia;Unico;1989;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2326;Vega Sicilia, Unico, Ribera del Duero, 1986;Vega Sicilia;Unico;1986;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2327;Vega Sicilia, Unico, Ribera del Duero, 1991;Vega Sicilia;Unico;1991;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;;;
2328;Vega Sicilia, Unico, Ribera del Duero, 1990;Vega Sicilia;Unico;1990;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2329;Vega Sicilia, Unico, Ribera del Duero, 1994;Vega Sicilia;Unico;1994;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2330;Vega Sicilia, Unico, Ribera del Duero, 1987;Vega Sicilia;Unico;1987;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2331;Vega Sicilia, Unico, Ribera del Duero, 1995;Vega Sicilia;Unico;1995;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2332;Vega Sicilia, Unico, Ribera del Duero, 1998;Vega Sicilia;Unico;1998;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;13.50%;;;
2333;Vega Sicilia, Unico, Ribera del Duero, 2004;Vega Sicilia;Unico;2004;Still;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2334;Dominio del Aguila, Peñas Aladas Gran Reserva, Ribera del Duero, 2012;Dominio del Aguila;Peñas Aladas Gran Reserva;2012;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.50%;Full;;['Tempranillo / Tinto Fino']
2335;Bodegas Tabula, Tabula, Ribero del Duero, Spain, 2006;Bodegas Tabula;Tabula;2006;;Red;Spain;Castilla y Léon;Ribera del Duero;;;14.00%;;;
2336;Vega Sicilia, Unico Reserva Especial, Ribera del Duero NV;Vega Sicilia;Unico Reserva Especial;;Still;Red;Spain;Castilla y Léon;Ribera del Duero;Dry;Cork;14.00%;;Oaked;['Cabernet Sauvignon', 'Tempranillo / Tinto Fino']
2337;Dominio del Aguila, Pícaro del Aguila Clarete, Ribera del;Dominio del Aguila;Pícaro del Aguila Clarete;2013;Still;Rosé;Spain;;;;;;;;
2338;Hermanos Sastre, Viña Sastre Rosado, Ribera del Duero, 2017;Hermanos Sastre;Viña Sastre Rosado;2017;Still;Rosé;Spain;Castilla y Léon;Ribera del Duero;Dry;;13.50%;Medium;;['Tempranillo / Tinto Fino']
2339;Màquina & Tabla, Páramos de Nicasia Rosé, Toro, 2016;Màquina & Tabla;Páramos de Nicasia Rosé;2016;Still;Rosé;Spain;Castilla y Léon;Toro;Dry;Cork;13.50%;Medium;;['33% Grenache / Garnacha']
2340;Dominio de Laertes, Rioja, Northern Spain 2017;Dominio de Laertes;;2017;Still;White;Spain;Northern Spain;Rioja;Dry;;13.00%;Light;;['25% Sauvignon Blanc', '50% Viura', '25% Maturana Blanca']
2341;Dominio de Laertes, Rioja, Northern Spain 2017;Dominio de Laertes;;2017;Still;White;Spain;Northern Spain;Rioja;Dry;;13.00%;Light;;['25% Sauvignon Blanc', '50% Viura', '25% Maturana Blanca']
2342;Eje, Monastrell, Alicante, Spain, 2017;Eje;Monastrell;2017;Still;Red;Spain;Alicante;;Dry;;14.00%;Medium;;['100% Monastrell']
2343;Lidl, La Bien Pintá, Rueda, Castilla y Léon, Spain, 2017;Lidl;La Bien Pintá;2017;Still;White;Spain;Castilla y Léon;Rueda;Dry;;12.50%;Light;;['100% Verdejo']
2344;Ameztoi, Txakolí, de Bizkaia, Northern Spain, Spain, 2016;Ameztoi;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;10.50%;Medium;;['Hondarrabi Zuri']
2345;Zudugarai, Txakolí, de Getaria, Northern Spain, Spain, 2016;Zudugarai;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;10.50%;Medium;;['Hondarrabi Zuri']
2346;Hiruzta, Berezia, Txakolí, de Getaria, Northern Spain, 2016;Hiruzta;Berezia;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;13.00%;Medium;;['Gros Manseng', 'Hondarrabi Zuri']
2347;Adur, Txakolí, de Bizkaia, Northern Spain, Spain, 2016;Adur;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;11.50%;Medium;;['Hondarrabi Zuri']
2348;K5, Argiñano, Txakolí, de Getaria, Northern Spain, 2015;K5;Argiñano;2015;Still;White;Spain;Northern Spain;;;;;;;
2349;Txomin Etxaniz, Txakolí, de Getaria, Northern Spain, 2016;Txomin Etxaniz;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;11.00%;Medium;;['Hondarrabi Zuri']
2350;Gorka Izagirre, Txakolí, de Bizkaia, Northern Spain, 2016;Gorka Izagirre;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;12.50%;Medium;;['Hondarrabi Zuri', 'Hondarrabi Zerratia']
2351;Gorka Izagirre, G22, Txakolí, de Bizkaia, 2014;Gorka Izagirre;G22;2014;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;12.00%;Medium;;['Hondarrabi Zerratia']
2352;Itsasmendi, Urezti, Txakolí, de Bizkaia, 2011;Itsasmendi;Urezti;2011;Still;White;Spain;Northern Spain;Txakolí;Sweet;Cork;12.50%;Medium;;['Hondarrabi Zuri']
2353;Itsasmendi, 7, Txakolí, de Bizkaia, Northern Spain, 2014;Itsasmendi;7;2014;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;14.00%;Medium;;['Hondarrabi Zuri']
2354;Doniene Gorrondona, Doniene, Txakolí, de Bizkaia, 2016;Doniene Gorrondona;Doniene;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;13.00%;Medium;;['Hondarrabi Zuri']
2355;Doniene Gorrondona, Doniene Barrel Fermented, Txakolí, de;Doniene Gorrondona;Doniene Barrel Fermented;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;13.00%;Medium;;['Hondarrabi Zuri']
2356;Gorka Izagirre, 42 by Eneko Atxa, Txakolí, de Bizkaia, 2015;Gorka Izagirre;42 by Eneko Atxa;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;13.00%;Medium;;['Hondarrabi Zuri']
2357;Doniene Gorrondona, Gorrondona, Txakolí, de Bizkaia, 2016;Doniene Gorrondona;Gorrondona;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;11.50%;Medium;;['Hondarrabi Zuri']
2358;Maetierra, Txakolí, de Alava, Northern Spain, Spain, 2016;Maetierra;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;12.50%;Medium;;['Hondarrabi Zuri']
2359;Astobiza, Malkoa, Txakolí, de Alava, Northern Spain, 2015;Astobiza;Malkoa;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;12.50%;Medium;;['Hondarrabi Zuri']
2360;Goianea, Uno, Txakolí, de Alava, Northern Spain, Spain, 2015;Goianea;Uno;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;12.50%;Medium;;['Hondarrabi Zuri']
2361;Alta Alella, Mirgin Gran Reserva, Cava, Penedès, Spain, 2013;Alta Alella;Mirgin Gran Reserva;2013;Sparkling;White;Spain;Penedès;Cava;Dry;;12.00%;Medium;;
2362;Alta Alella, Opus Evolutium Brut Reserva, Cava, 2012;Alta Alella;Opus Evolutium Brut Reserva;2012;Sparkling;White;Spain;Penedès;Cava;Dry;;12.00%;Medium;;
2363;Alta Alella, Mirgin Reserva Brut Rosé, Cava, Penedès, 2015;Alta Alella;Mirgin Reserva Brut Rosé;2015;Sparkling;Rosé;Spain;Penedès;;;;;;;
2364;Gaintza, Txakolí, de Getaria, Northern Spain, Spain, 2015;Gaintza;;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;;11.00%;;Unoaked;['8% Gros Manseng', '2% Hondarrabi Beltza  ', '90% Hondarrabi Zuri']
2365;Itsasmendi, Number 7, Txakolí, de Bizkaia, 2014;Itsasmendi;Number 7;2014;Still;White;Spain;Northern Spain;Txakolí;Dry;;14.00%;Light;Unoaked;['80% Hondarrabi Zuri', '20% Riesling']
2366;Maetierra, Atlantis, Txakolí, de Alava, 2015;Maetierra;Atlantis;2015;Still;White;Spain;Northern Spain;Txakolí;Dry;;12.50%;;;['100% Hondarrabi Zuri']
2367;Bodegas Itsasmendi, Eklipse, Txakolí, de Bizkaia, 2015;Bodegas Itsasmendi;Eklipse;2015;Still;Red;Spain;Northern Spain;Txakolí;Dry;;13.50%;;Oaked;['6.5% Cabernet Franc', '29.5% Hondarrabi Beltza  ', '64% Pinot Noir / Pinot Nero']
2368;Gorka Izagirre, Txakolí, de Bizkaia, Northern Spain, 2016;Gorka Izagirre;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;;12.50%;Light;Unoaked;['50% Hondarrabi Zuri', '50% Hondarrabi Zerratia']
2369;Txomin Etxaniz, TX, Txakolí, de Getaria, 2017;Txomin Etxaniz;TX;2017;Still;White;Spain;Northern Spain;Txakolí;Dry;Cork;13.00%;Medium;Lightly Oaked;['100% Hondarrabi Zuri']
2370;Doniene Gorrondona, Gorrondona Beltza, Txakolí de Bizkaia, 2017;Doniene Gorrondona;Gorrondona Beltza;2017;Still;Red;Spain;Northern Spain;Txakolí;Dry;Cork;12.50%;Medium;;['Hondarrabi Beltza  ']
2371;Txomin Etxaniz, Txakolí, de Getaria, Northern Spain, 2016;Txomin Etxaniz;;2016;Still;White;Spain;Northern Spain;Txakolí;Dry;;11.00%;Light;;['Hondarrabi Zuri']
2372;Remírez de Ganuza, Erre Punto Tinto, Rioja, 2017;Remírez de Ganuza;Erre Punto Tinto;2017;Still;Red;Spain;Northern Spain;Rioja;Dry;;14.00%;;;
2373;Remírez de Ganuza, Blanco, Rioja, Northern Spain, 2016;Remírez de Ganuza;Blanco;2016;Still;White;Spain;Northern Spain;Rioja;Dry;;14.00%;;;['Malvasia', 'Viura']
2374;Raúl Pérez, La Vizcaina La del Vivo, Bierzo, 2017;Raúl Pérez;La Vizcaina La del Vivo;2017;Still;White;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Doña Blanca']
2375;Raúl Pérez, Los Arrotos del Pendón, Tierra de León, 2015;Raúl Pérez;Los Arrotos del Pendón;2015;Still;Red;Spain;Castilla y Léon;Tierra de León;Dry;Cork;14.50%;Full;Lightly Oaked;['100% Prieto Picudo']
2376;Dominio del Bendito, El Titan del Bendito, Toro, 2014;Dominio del Bendito;El Titan del Bendito;2014;;Red;Spain;Castilla y Léon;Toro;;;15.50%;;;['Tempranillo / Tinto Fino']
2377;Teso La Monja, Almirez, Toro, Castilla y Léon, Spain, 2016;Teso La Monja;Almirez;2016;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2378;Heredad de Uruena, Moisés Gran Vino, Toro, 2012;Heredad de Uruena;Moisés Gran Vino;2012;;Red;Spain;Castilla y Léon;Toro;;;15.00%;;;['Tempranillo / Tinto Fino']
2379;Elías Mora, Reserva, Toro, Castilla y Léon, Spain, 2012;Elías Mora;Reserva;2012;;Red;Spain;Castilla y Léon;Toro;;;15.00%;;;['Tempranillo / Tinto Fino']
2380;Bodega Divina Proporción, Madremía, Toro, 2016;Bodega Divina Proporción;Madremía;2016;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2381;Bodega Vetus, Flor de Vetus, Toro, Castilla y Léon, 2016;Bodega Vetus;Flor de Vetus;2016;;Red;Spain;Castilla y Léon;Toro;;;14.00%;;;['Tempranillo / Tinto Fino']
2382;Dominio del Bendito, El Primer Paso, Toro, 2016;Dominio del Bendito;El Primer Paso;2016;;Red;Spain;Castilla y Léon;Toro;;;15.00%;;;['Tempranillo / Tinto Fino']
2383;Dominio del Bendito, Las Sabias, Toro, 2014;Dominio del Bendito;Las Sabias;2014;;Red;Spain;Castilla y Léon;Toro;;;15.00%;;;['Tempranillo / Tinto Fino']
2384;Rodriguez Sanzo, Las Tierras de Javier Rodríguez, Toro, 2012;Rodriguez Sanzo;Las Tierras de Javier Rodríguez;2012;;Red;Spain;Castilla y Léon;Toro;;;15.00%;;;['Tempranillo / Tinto Fino']
2385;Teso La Monja, Victorino, Toro, Castilla y Léon, Spain, 2016;Teso La Monja;Victorino;2016;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2386;Elías Mora, Descarte, Toro, Castilla y Léon, Spain, 2014;Elías Mora;Descarte;2014;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2387;Elías Mora, Descarte, Toro, Castilla y Léon, Spain, 2014;Elías Mora;Descarte;2014;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2388;Casa Maguila, Cachito Mío, Toro, Castilla y Léon, 2015;Casa Maguila;Cachito Mío;2015;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2389;La Casa Maguila, Angelitos Negros, Toro, 2016;La Casa Maguila;Angelitos Negros;2016;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2390;Raúl Pérez, La Vizcaina El Rapolao, Bierzo, 2016;Raúl Pérez;La Vizcaina El Rapolao;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;13.50%;Medium;Lightly Oaked;['Mencía']
2391;Dominio del Bendito, Mi Verdadejo, Toro, 2017;Dominio del Bendito;Mi Verdadejo;2017;;White;Spain;Castilla y Léon;Toro;;;14.00%;;;
2392;Torreduero, Viore Fermentado en Barrica, Toro, 2017;Torreduero;Viore Fermentado en Barrica;2017;;White;Spain;Castilla y Léon;Toro;;;13.00%;;;['Verdejo']
2393;Teso La Monja, Alabaster, Toro, Castilla y Léon, Spain, 2016;Teso La Monja;Alabaster;2016;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2394;San Román Bodegas y Viñedos, San Román, Toro, 2015;San Román Bodegas y Viñedos;San Román;2015;;Red;Spain;Castilla y Léon;Toro;;;14.50%;;;['Tempranillo / Tinto Fino']
2395;Raúl Pérez, Ultreia Godello, Bierzo, 2016;Raúl Pérez;Ultreia Godello;2016;Still;White;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Godello']
2396;Raúl Pérez, La Vizcaina Las Gundiñas, Bierzo, 2016;Raúl Pérez;La Vizcaina Las Gundiñas;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Mencía']
2397;Bodegas Callejuela, Blanquito, Manzanilla, Jerez, Spain;Bodegas Callejuela;Blanquito;;Fortified;White;Spain;Jerez;Manzanilla;Dry;;15.50%;;;
2398;Raúl Pérez, Ultreia St Jacques, Bierzo, 2016;Raúl Pérez;Ultreia St Jacques;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;13.50%;Medium;Lightly Oaked;['Mencía', 'Alicante Bouschet / Garnacha Tintorera', 'Bastardo']
2399;Raúl Pérez, Ultreia St Jacques, Bierzo, 2016;Raúl Pérez;Ultreia St Jacques;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;13.50%;Medium;Lightly Oaked;['Mencía', 'Alicante Bouschet / Garnacha Tintorera', 'Bastardo']
2400;Raúl Pérez, Ultreia de Valtuille, Bierzo, 2016;Raúl Pérez;Ultreia de Valtuille;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Mencía', 'Alicante Bouschet / Garnacha Tintorera', 'Bastardo']
2401;Raúl Pérez, Ultreia de Rapolao, Bierzo, 2016;Raúl Pérez;Ultreia de Rapolao;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Mencía']
2402;Raúl Pérez, La Vizcaina La Poulosa, Bierzo, 2016;Raúl Pérez;La Vizcaina La Poulosa;2016;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;;Medium;Lightly Oaked;['Mencía']
2403;Adegas Moure, Abadía da Cova Ecológico, 2017;Adegas Moure;Abadía da Cova Ecológico;2017;Still;Red;Spain;Ribeira Sacra;;Dry;Cork;12.50%;Medium;Unoaked;['100% Mencía']
2404;Descendientes de J Palacios, Villa de Corullon, Bierzo, 2016;Descendientes de J Palacios;Villa de Corullon;2016;Still;Red;Spain;Bierzo;;Dry;Cork;13.50%;Medium;Oaked;['90% Mencía']
2405;Bodegas Rectoral de Amandi, Mencia, Ribeira Sacra, 2017;Bodegas Rectoral de Amandi;Mencia;2017;Still;Red;Spain;Ribeira Sacra;;Dry;Cork;12.50%;Medium;Unoaked;['15% Grenache / Garnacha', '85% Mencía']
2406;Tolo do Xisto, Ribeira Sacra, Spain, 2016;Tolo do Xisto;;2016;Still;Red;Spain;Ribeira Sacra;;Dry;Cork;13.50%;Medium;Oaked;['100% Mencía']
2407;Viña d'Mateo, Massimo, Ribeira Sacra, Spain, 2017;Viña d'Mateo;Massimo;2017;Still;Red;Spain;Ribeira Sacra;;Dry;Cork;13.00%;Medium;Unoaked;['94% Mencía', '6% Souson']
2408;Estévez Bodegas y Viñedos, Versos de Valtuille 15 Meses;Estévez Bodegas y Viñedos;Versos de Valtuille 15 Meses Barrica;2015;Still;Red;Spain;Bierzo;;Dry;Cork;14.00%;Medium;Oaked;['100% Mencía']
2409;Bodegas Estefania, Tilenus Pagos de Posada, Bierzo, 2012;Bodegas Estefania;Tilenus Pagos de Posada;2012;Still;Red;Spain;Bierzo;;Dry;Cork;13.50%;Medium;;['Mencía']
2410;Raúl Pérez, La Vizcaína El Rapolao, Bierzo, 2015;Raúl Pérez;La Vizcaína El Rapolao;2015;Still;Red;Spain;Castilla y Léon;Bierzo;Dry;Cork;13.50%;Medium;Oaked;['Grenache / Garnacha', '85% Mencía', 'Souson']
2411;Estévez Bodegas y Viñedos, Versos de Valtuille, Cepas;Estévez Bodegas y Viñedos;Versos de Valtuille, Cepas Centenarias;2016;Still;Red;Spain;Bierzo;;Dry;Cork;14.00%;Medium;Oaked;['100% Mencía']
2412;Castro Ventosa, El Castro de Valtuille Joven, Bierzo, 2017;Castro Ventosa;El Castro de Valtuille Joven;2017;Still;Red;Spain;Bierzo;;Dry;Cork;13.50%;Medium;Unoaked;['100% Mencía']
2413;Bodegas Protos, Verdejo, Rueda, Castilla y Léon, Spain, 2017;Bodegas Protos;Verdejo;2017;Still;White;Spain;Castilla y Léon;Rueda;Dry;Cork;13.00%;Medium;;['100% Verdejo']
