;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
2240;Luce della Vite, Lucente, Toscana, Tuscany, Italy, 2018;Luce della Vite;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['50% Merlot', '50% Sangiovese'];Lucente;Cork;Full
2241;Ornellaia, Le Serre Dell'Ornellaia, Bolgheri, Tuscany, 2018;Ornellaia;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;;['18% Cabernet Franc', '32% Cabernet Sauvignon', '33% Merlot'];Le Serre Dell'Ornellaia;Cork;Full
2242;Orma, Toscana, Tuscany, Italy, 2019;Orma;2019;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;;['20% Cabernet Franc', '30% Cabernet Sauvignon', '50% Merlot'];;Cork;Full
2243;Castello di Fonterutoli, Concerto, Toscana, Tuscany, 2019;Castello di Fonterutoli;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.10%;;['20% Cabernet Sauvignon', '80% Sangiovese'];Concerto;Cork;Full
2244;Luce della Vite, Luce, Toscana, Tuscany, Italy, 2018;Luce della Vite;2018;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;;['20% Merlot', '80% Sangiovese'];Luce;Cork;Full
2245;Fattoria Petrolo, Galatrona, Valdarno di Sopra, Tuscany, 2019;Fattoria Petrolo;2019;Still;Red;Italy;Tuscany;Valdarno di Sopra;Dry;14.50%;;['100% Merlot'];Galatrona;Cork;Full
2246;Podere Giodo, La Quinta, Toscana, Tuscany, Italy, 2019;Podere Giodo;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];La Quinta;Cork;Full
2247;Frescobaldi, Castelgiacondo, Brunello di Montalcino, Tuscany, 2016;Frescobaldi;2016;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;;['100% Sangiovese'];Castelgiacondo;Cork;Full
2248;Poggio Antico, Poggio Antico Riserva, Brunello di Montalcino, Tuscany, 2015;Poggio Antico;2015;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;;['100% Sangiovese'];Poggio Antico Riserva;Cork;Full
2249;Fattoria Petrolo, Bòggina C, Valdarno di Sopra, Tuscany, 2019;Fattoria Petrolo;2019;Still;Red;Italy;Tuscany;Valdarno di Sopra;Dry;13.50%;;['100% Sangiovese'];Bòggina C;Cork;Full
2250;Luce della Vite, Brunello di Montalcino, Tuscany, 2016;Luce della Vite;2016;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.50%;;['100% Sangiovese'];;Cork;Full
2251;Bibi Graetz, Colore, Toscana, Tuscany, Italy, 2019;Bibi Graetz;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];Colore;Cork;Full
2252;Poggio Antico, Brunello di Montalcino, Tuscany, Italy, 2016;Poggio Antico;2016;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];;Cork;Full
2253;Varvaglione 1921, Papale Linea Oro Primitivo, Primitivo di Manduria 2019;Varvaglione 1921;2019;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;14.50%;Oaked;['100% Primitivo'];Papale Linea Oro Primitivo;Natural Cork;Full
2254;Tormaresca, Torcicoda Primitivo, Salento, Puglia, 2018;Tormaresca;2018;Still;Red;Italy;Puglia;Salento;Dry;15.00%;Oaked;['100% Primitivo'];Torcicoda Primitivo;Natural Cork;Full
2255;Tenute Eméra, Oro di Eméra Primitivo, Primitivo di Manduria 2018;Tenute Eméra;2018;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;15.00%;Oaked;['100% Primitivo'];Oro di Eméra Primitivo;Natural Cork;Full
2256;Schola Sarmenti, Diciotto Primitivo, Salento, Puglia, 2019;Schola Sarmenti;2019;Still;Red;Italy;Puglia;Salento;Dry;18.00%;Oaked;['100% Primitivo'];Diciotto Primitivo;Natural Cork;Full
2257;Felline, Dunico Primitivo, Primitivo di Manduria, 2017;Felline;2017;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;16.00%;Oaked;['100% Primitivo'];Dunico Primitivo;Natural Cork;Full
2258;Carvinea, Sierma Primitivo, Salento, Puglia, Italy, 2018;Carvinea;2018;Still;Red;Italy;Puglia;Salento;Dry;15.00%;Oaked;['100% Primitivo'];Sierma Primitivo;Natural Cork;Full
2259;Cantine San Marzano, Sessantanni Primitivo, Primitivo di Manduria 2017;Cantine San Marzano;2017;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;14.50%;Oaked;['100% Primitivo'];Sessantanni Primitivo;Cork;Full
2260;Donna Coletta 1886, Colpo di Zappa Primitivo, Gioia dell Colle 2019;Donna Coletta 1886;2019;Still;Red;Italy;Puglia;Gioia del Colle;Dry;14.00%;Oaked;['100% Primitivo'];Colpo di Zappa Primitivo;Natural Cork;Full
2261;Antico Palmento, Acini Spargoli Riserva Primitivo, Primitivo di Manduria 2016;Antico Palmento;2016;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;16.50%;Oaked;['100% Primitivo'];Acini Spargoli Riserva Primitivo;Natural Cork;Full
2262;Terre dei Vaaz, Ipnotico Primitivo, Gioia del Colle, 2019;Terre dei Vaaz;2019;Still;Red;Italy;Puglia;Gioia del Colle;Dry;15.00%;Oaked;['100% Primitivo'];Ipnotico Primitivo;Natural Cork;Full
2263;Tenute Chiaromonte, Muro Sant’Angelo Primitivo, Gioia dell Colle 2018;Tenute Chiaromonte;2018;Still;Red;Italy;Puglia;Gioia del Colle;Dry;15.50%;Unoaked;['100% Primitivo'];Muro Sant’Angelo Primitivo;Cork;Full
2264;Tenuta Viglione, Sellato Primitivo, Gioia del Colle, 2019;Tenuta Viglione;2019;Still;Red;Italy;Puglia;Gioia del Colle;Dry;14.00%;Lightly Oaked;['100% Primitivo'];Sellato Primitivo;Cork;Full
2265;Tre Pini, Piscina delle Monache Primitivo, Gioia del Colle 2019;Tre Pini;2019;Still;Red;Italy;Puglia;Gioia del Colle;Dry;16.00%;Oaked;['100% Primitivo'];Piscina delle Monache Primitivo;Natural Cork;Full
2266;Polvanera, 16 Vigneto San Benedetto Primitivo, Gioia dell Colle 2018;Polvanera;2018;Still;Red;Italy;Puglia;Gioia del Colle;Dry;16.00%;Unoaked;['100% Primitivo'];16 Vigneto San Benedetto Primitivo;Natural Cork;Full
2267;Plantamura, Etichetta Nera Contrada San Pietro Primitivo, Gioia dell Colle 2019;Plantamura;2019;Still;Red;Italy;Puglia;Gioia del Colle;Dry;14.50%;Unoaked;['100% Primitivo'];Etichetta Nera Contrada San Pietro Primitivo;Cork;Full
2268;Pietraventosa, Primitivo Riserva, Gioia del Colle, 2016;Pietraventosa;2016;Still;Red;Italy;Puglia;Gioia del Colle;Dry;15.00%;Oaked;['100% Primitivo'];Primitivo Riserva;Natural Cork;Full
2269;MandraRossa, Terre del Sommacco, Sicilia, Sicily, 2017;MandraRossa;2017;Still;Red;Italy;Sicily;Sicilia;;14.00%;;"[""Nero d'Avola""]";Terre del Sommacco;;
2270;Fatalone, Primitivo, Gioia del Colle, Puglia, Italy, 2018;Fatalone;2018;Still;Red;Italy;Puglia;Gioia del Colle;Dry;15.00%;Oaked;['100% Primitivo'];Primitivo;Natural Cork;Full
2271;00 Wines, Es Primitivo, Salento, Puglia, Italy, 2019;00 Wines;2019;Still;Red;Italy;Puglia;Salento;Dry;16.50%;Oaked;['100% Primitivo'];Es Primitivo;Natural Cork;Full
2272;Le Macchiole, Messorio, Toscana, Tuscany, Italy, 2018;Le Macchiole;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;Oaked;['Merlot'];Messorio;Cork;Full
2273;Guado al Tasso, Bolgheri, Superiore, Tuscany, Italy, 2018;Guado al Tasso;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.50%;Oaked;['22% Cabernet Franc', '60% Cabernet Sauvignon', '18% Merlot'];;Cork;Full
2274;Fabio Motta, Le Gonnare, Bolgheri, Superiore, Tuscany, 2018;Fabio Motta;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['85% Merlot', '15% Syrah / Shiraz'];Le Gonnare;Cork;Full
2275;Tenuta Argentiera, Argentiera, Bolgheri, Superiore, Tuscany, 2018;Tenuta Argentiera;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['10% Cabernet Franc', '50% Cabernet Sauvignon', '40% Merlot'];Argentiera;Cork;Full
2276;Poggio al Tesoro, Sondraia, Bolgheri, Superiore, Tuscany, 2018;Poggio al Tesoro;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['10% Cabernet Franc', '65% Cabernet Sauvignon', '25% Merlot'];Sondraia;Cork;Full
2277;Le Macchiole, Paleo, Toscana, Tuscany, Italy, 2018;Le Macchiole;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['Cabernet Franc'];Paleo;Cork;Full
2278;Villanoviana, Sant'Uberto, Bolgheri, Superiore, Tuscany, 2018;Villanoviana;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['35% Cabernet Franc', '50% Merlot', '15% Petit Verdot'];Sant'Uberto;Cork;Full
2279;Campo Alla Sughera, Arnione, Bolgheri, Superiore, 2018;Campo Alla Sughera;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['20% Cabernet Franc', '40% Cabernet Sauvignon', '20% Merlot'];Arnione;Cork;Full
2280;I Luoghi, Franco, Toscana, Tuscany, Italy, 2018;I Luoghi;2018;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['Cabernet Franc'];Franco;Cork;Full
2281;San Felice, Bell'Aja, Bolgheri, Superiore, Tuscany, 2018;San Felice;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.50%;Oaked;['40% Cabernet Sauvignon', '60% Merlot'];Bell'Aja;Cork;Full
2282;Grattamacco, Bolgheri, Superiore, Tuscany, 2018;Grattamacco;2018;Still;Red;Italy;Tuscany;;;;;;Grattamacco;;
2283;Michele Satta, Marianova, Bolgheri, Superiore, Tuscany, 2018;Michele Satta;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['50% Sangiovese', '50% Syrah / Shiraz'];Marianova;Cork;Full
2284;Azienda Agricola Imperiale, Imperfetto, Toscana, 2018;Azienda Agricola Imperiale;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['Cabernet Sauvignon'];Imperfetto;Cork;Full
2285;Caccia al Piano, Caccia al Piano, Bolgheri, Superiore, 2018;Caccia al Piano;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['30% Cabernet Franc', '70% Cabernet Sauvignon'];Caccia al Piano;Cork;Full
2286;Donne Fittipaldi, Bolgheri, Superiore, Tuscany, Italy, 2018;Donne Fittipaldi;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.50%;Oaked;['30% Cabernet Franc', '30% Cabernet Sauvignon', '30% Merlot'];;Cork;Full
2287;Tenuta Sette Cieli, Scipio, Toscana, Tuscany, Italy, 2018;Tenuta Sette Cieli;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;Oaked;['Cabernet Franc'];Scipio;Cork;Full
2288;Villanoviana, Toscana, Tuscany, Italy, 2018;Villanoviana;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['Cabernet Franc'];Villanoviana;Cork;Full
2289;I Greppi, Greppicaia, Bolgheri, Superiore, Tuscany, 2018;I Greppi;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;15.00%;Oaked;['25% Cabernet Franc', '55% Cabernet Sauvignon', '20% Merlot'];Greppicaia;Cork;Full
2290;Grattamacco, L'Alberello, Bolgheri, Superiore, Tuscany, 2018;Grattamacco;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.50%;Oaked;['30% Cabernet Franc', '70% Cabernet Sauvignon'];Alberello;Cork;Full
2291;Le Macchiole, Scrio, Toscana, Tuscany, 2018;Le Macchiole;2018;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['Syrah / Shiraz'];Scrio;Cork;Full
2292;Tenuta Meraviglia, Maestro di Cava, Bolgheri, Superiore, Tuscany, 2018;Tenuta Meraviglia;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;13.50%;Oaked;['Cabernet Franc'];Maestro di Cava;Cork;Full
2293;Donna Olimpia 1898, Millepassi, Bolgheri, Superiore, 2018;Donna Olimpia 1898;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['70% Cabernet Sauvignon', '20% Merlot', '10% Petit Verdot'];Millepassi;Cork;Full
2294;Michele Satta, Cavaliere, Toscana, Tuscany, Italy, 2018;Michele Satta;2018;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['Sangiovese'];Cavaliere;Cork;Full
2295;Gaja, Ca'marcanda, Bolgheri, Tuscany, Italy, 2018;Gaja;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['30% Cabernet Franc', '70% Cabernet Sauvignon'];Camarcanda;Cork;Full
2296;Castello di Bolgheri, Bolgheri, Superiore, Tuscany, 2018;Castello di Bolgheri;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['Cabernet Franc', 'Cabernet Sauvignon', 'Merlot'];Castello di Bolgheri;Cork;Full
2297;Giovanni Chiappini, Guado de' Gemoli, Bolgheri, Superiore, Tuscany, 2018;Giovanni Chiappini;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['15% Cabernet Franc', '70% Cabernet Sauvignon', '15% Merlot'];Guado de' Gemoli;Cork;Full
2298;I Luoghi, Campo al Fico, Bolgheri, Superiore, Tuscany, 2018;I Luoghi;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['20% Cabernet Franc', '80% Cabernet Sauvignon'];Campo al Fico;Cork;Full
2299;Podere Sapaio, Sapaio, Toscana, Tuscany, Italy, 2018;Podere Sapaio;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['10% Cabernet Franc', '70% Cabernet Sauvignon', '20% Petit Verdot'];Sapaio;Cork;Full
2300;Poggio al Tesoro, Dedicato a Walter, Toscana, Tuscany, 2018;Poggio al Tesoro;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['Cabernet Franc'];Dedicato a Walter;Cork;Full
2301;Le Crocine, 57022, Bolgheri, Tuscany, Italy, 2018;Le Crocine;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;15.00%;Oaked;['80% Cabernet Sauvignon', '20% Merlot'];57022;Cork;Full
2302;Giorgio Meletti Cavallari, Impronte, Bolgheri, Superiore, Tuscany, 2018;Giorgio Meletti Cavallari;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;Oaked;['30% Cabernet Franc', '70% Cabernet Sauvignon'];Impronte;Cork;Full
2303;Mulini di Segalari, Bolgheri, Superiore, Tuscany, 2018;Mulini di Segalari;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;13.50%;Oaked;['80% Cabernet Sauvignon', '20% Merlot'];Mulini di Segalari;Cork;Full
2304;Masseto, Tuscany, 2017;Masseto;2017;Still;Red;Italy;Tuscany;Toscana;Dry;15.50%;Oaked;['Merlot'];;Natural Cork;Full
2305;Masseto, Toscana, Tuscany, Italy, 1988;Masseto;1988;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;Oaked;['Merlot'];;Natural Cork;Full
2306;Masseto, Toscana, Tuscany, Italy, 1993;Masseto;1993;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;Oaked;['Merlot'];;Natural Cork;Full
2307;Masseto, Toscana, Tuscany, Italy, 1996;Masseto;1996;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['Merlot'];;Natural Cork;Full
2308;Masseto, Toscana, Tuscany, Italy, 2001;Masseto;2001;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['Merlot'];;Natural Cork;Full
2309;Masseto, Toscana, Tuscany, Italy, 2004;Masseto;2004;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['Merlot'];;Natural Cork;Full
2310;Masseto, Toscana, Tuscany, Italy, 2015;Masseto;2015;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['Merlot'];;Natural Cork;Full
2311;Masseto, Toscana, Tuscany, Italy, 2013;Masseto;2013;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;Oaked;['Merlot'];;Natural Cork;Full
2312;Masseto, Toscana, Tuscany, Italy, 2011;Masseto;2011;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;Oaked;['Merlot'];;Natural Cork;Full
2313;Masseto, Toscana, Tuscany, Italy, 2006;Masseto;2006;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['Merlot'];;Natural Cork;Full
2314;Le Pupille, Le Pupille, Toscana, Tuscany, Italy, 2016;Le Pupille;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['100% Syrah / Shiraz'];Le Pupille;Cork;Medium
2315;Le Pupille, Piemme, Toscana, Tuscany, Italy, 2018;Le Pupille;2018;Still;White;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['100% Petit Manseng'];Piemme;Cork;Medium
2316;Fontanafredda, Moscato d'Asti, Piedmont, Italy, 2020;Fontanafredda;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];;;
2317;Bosio, Moscato d'Asti, Piedmont, Italy, 2020;Bosio;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];;;
2318;Roberto Sarotto, Dolce, Asti, Piedmont, Italy;Roberto Sarotto;;Sparkling;White;Italy;Piedmont;Asti;Sweet;6.50%;;['Moscato'];Dolce;;
2319;Sansilvestro, Asti, Piedmont, Italy;Sansilvestro;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];;;
2320;Abbazia, Fiorino d'Oro Dolce, Asti, Piedmont, Italy;Abbazia;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.50%;;['Moscato'];Fiorino d'Oro Dolce;;
2321;Batasiolo, Dolce, Asti, Piedmont, Italy;Batasiolo;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Dolce;;
2322;Sperone, Dolce, Asti, Piedmont, Italy;Sperone;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.50%;;['Moscato'];Dolce;;
2323;Tosti, Moscato d'Asti, Piedmont, Italy, 2020;Tosti;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];;;
2324;Tosti, Secco, Asti, Piedmont, Italy;Tosti;;Sparkling;White;Italy;Piedmont;Asti;Dry;11.00%;;['Moscato'];Secco;;
2325;Castello Del Poggio, Dolce, Asti, Piedmont, Italy;Castello Del Poggio;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Dolce;;
2326;Fontanafredda, Asti, Piedmont, Italy NV;Fontanafredda;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];;;
2327;Gancia, Cuvée Asti 24 Mesi Metodo Classico, Asti, Piedmont NV;Gancia;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Cuvée Asti 24 Mesi Metodo Classico;;
2328;Tosti, Dolce, Asti, Piedmont, Italy;Tosti;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Dolce;;
2329;Perlino, Dolce, Asti, Piedmont, Italy;Perlino;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Dolce;;
2330;Neirano, Asti, Piedmont, Italy;Neirano;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.50%;;['Moscato'];;;
2331;Bosio, Millesimato Dolce, Asti, Piedmont, Italy, 2020;Bosio;2020;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.50%;;['Moscato'];Millesimato Dolce;;
2332;Cocchi, Dolce, Asti, Piedmont, Italy;Cocchi;;Sparkling;White;Italy;Piedmont;Asti;Sweet;7.00%;;['Moscato'];Dolce;;
2333;Marenco, Strev, Moscato d'Asti, Piedmont, Italy, 2020;Marenco;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Strev;;
2334;Sansilvestro, Dulcis, Moscato d'Asti, Piedmont, Italy, 2020;Sansilvestro;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Dulcis;;
2335;Contero, Moscato d'Asti, Piedmont, Italy, 2020;Contero;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];;;
2336;MandraRossa, Urra di Mare, Sicily, Italy, 2020;MandraRossa;2020;Still;White;Italy;Sicily;;Dry;12.00%;;['Sauvignon Blanc'];Urra di Mare;;
2337;Cerrino, Moscato d'Asti, Piedmont, Italy, 2020;Cerrino;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];;;
2338;I Vignaioli di Santo Stefano, Moscato d'Asti, Piedmont, 2020;I Vignaioli di Santo Stefano;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];;;
2339;Araldica, Dolce, Moscato d'Asti, Piedmont, Italy, 2020;Araldica;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Dolce;;
2340;Adnams, Pecorino, Abruzzo, Italy, 2019;Adnams;2019;Still;White;Italy;Abruzzo;;;;;;Pecorino;;
2341;Dezzani, Morelli, Moscato d'Asti, Piedmont, Italy, 2020;Dezzani;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Morelli;;
2342;La Fiorita, Ninfalia, Tuscany, Tuscany, Italy, 2020;La Fiorita;2020;Still;Rosé;Italy;Tuscany;;Dry;12.50%;;['Sangiovese'];Ninfalia, Tuscany;;
2343;Batasiolo, Bosc Dla Rei, Moscato d'Asti, Piedmont, 2020;Batasiolo;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];Bosc Dla Rei;;
2344;Romano Dogliotti, La Caudrina, Moscato d'Asti, 2020;Romano Dogliotti;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];La Caudrina;;
2345;Scagliola, Volo di Farfalle, Moscato d'Asti, Piedmont, 2020;Scagliola;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Volo di Farfalle;;
2346;Vinchio Vaglio, Valamasca, Moscato d'Asti, Piedmont, 2020;Vinchio Vaglio;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Valamasca;;
2347;Roberto Sarotto, Solatìo, Moscato d'Asti, Piedmont, 2020;Roberto Sarotto;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Solatìo;;
2348;Canti, Moscato d'Asti, Piedmont, Italy, 2020;Canti;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];;;
2349;Fontanafredda, Le Fronde, Moscato d'Asti, Piedmont, 2020;Fontanafredda;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Le Fronde;;
2350;Romano Dogliotti, La Galeisa, Moscato d'Asti, Piedmont, 2020;Romano Dogliotti;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];La Galeisa;;
2351;Castello Del Poggio, Moscato d'Asti, Piedmont, Italy, 2020;Castello Del Poggio;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];;;
2352;Fontanafredda, Bricco Tondo, Moscato d'Asti, Piedmont, 2020;Fontanafredda;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Bricco Tondo;;
2353;Abbazia Di San Gaudenzio, Moscato d'Asti, Piedmont, 2019;Abbazia Di San Gaudenzio;2019;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];;;
2354;Cisa Asinari dei Marchesi di Grésy, La Serra, Moscato d'Asti, Piedmont, 2020;Cisa Asinari dei Marchesi di Grésy;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];La Serra;;
2355;Vite Colte, La Gatta, Moscato d'Asti, Piedmont, Italy, 2020;Vite Colte;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];La Gatta;;
2356;Bersano, Monteolivo, Moscato d'Asti, Piedmont, Italy, 2020;Bersano;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];Monteolivo;;
2357;Klaus Gundel, L'Infinita, Monferrato, Piedmont, Italy, 2018;Klaus Gundel;2018;Still;White;Italy;Piedmont;Monferrato;;14.50%;Oaked;['100% Arneis'];L'Infinita;;
2358;Klaus Gundel, Faccia A Faccia, Sant' Antimo, Tuscany, 2015;Klaus Gundel;2015;Still;Red;Italy;Tuscany;Sant' Antimo;;15.00%;Oaked;['20% Sangiovese', '80% Syrah / Shiraz'];Faccia A Faccia;;
2359;Klaus Gundel, Odi Et Amo, Tuscany, Italy, 2013;Klaus Gundel;2013;Still;Red;Italy;Tuscany;;;;;;Odi Et Amo;;
2360;Klaus Gundel, El Toscano, Tuscany, Italy, 2014;Klaus Gundel;2014;Still;Red;Italy;Tuscany;;;14.00%;Oaked;['Cabernet Sauvignon'];El Toscano;;
2361;Antichi Poderi dei Gallina, Poderi Gallina, Moscato d'Asti 2020;Antichi Poderi dei Gallina;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Poderi Gallina;;
2362;Giacomo Scagliola & Figlio, SiFaSol, Moscato d'Asti, 2020;Giacomo Scagliola & Figlio;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];SiFaSol;;
2363;Marcarini, Moscato d'Asti, Piedmont, Italy, 2020;Marcarini;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];;;
2364;Terrabianca, Vignot, Moscato d'Asti, Piedmont, Italy, 2020;Terrabianca;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Vignot;;
2365;Coppo, Moncalvina, Moscato d'Asti, Piedmont, Italy, 2020;Coppo;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Moncalvina;;
2366;Cascina Cerutti, Surì Sandrinet, Moscato d'Asti, 2019;Cascina Cerutti;2019;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Surì Sandrinet;;
2367;Forteto della Luja, Piasa Sanmaurizio, Moscato d'Asti, 2020;Forteto della Luja;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.50%;;['Moscato'];Piasa Sanmaurizio;;
2368;Acquesi, Casarito, Moscato d'Asti, Piedmont, Italy, 2020;Acquesi;2020;Sparkling;White;Italy;Piedmont;Moscato d'Asti;Sweet;5.00%;;['Moscato'];Casarito;;
