;Title;Producer;Vintage;Wine Type;Colour;Country;Region;Appellation;Sweetness;Alcohol;Oak;Grapes;Brand;Closure;Body
2117;Famiglia Cotarella, Montiano, Lazio, Lazio, Italy, 2017;Famiglia Cotarella;2017;Still;Red;Italy;Lazio;Lazio;Dry;15.00%;Oaked;['100% Merlot'];Montiano;Cork;Medium
2118;Principe Pallavicini, Rubillo Cesanese, Lazio, Lazio, 2019;Principe Pallavicini;2019;Still;Red;Italy;Lazio;;;;;;Rubillo Cesanese;;
2119;Cincinnato, Castore Bellone, Lazio, Lazio, Italy, 2020;Cincinnato;2020;Still;White;Italy;Lazio;Lazio;Dry;13.00%;;['100% Bellone'];Castore Bellone;Cork;Medium
2120;Cincinnato, Polluce, Lazio, Lazio, Italy, 2018;Cincinnato;2018;Still;Red;Italy;Lazio;Lazio;Dry;13.00%;Lightly Oaked;['100% Nero Buono'];Polluce;Cork;Medium
2121;Principe Pallavicini, Poggio Verde, Frascati Superiore, Lazio 2020;Principe Pallavicini;2020;Still;White;Italy;Lazio;Frascati;Dry;13.50%;Unoaked;['15% Greco', '70% Malvasia del Lazio', '15% Bombino Bianco'];Poggio Verde;Cork;Light
2122;Agriturismo Colognole, Chianti Rufina, Tuscany 2017;Agriturismo Colognole;2017;Still;Red;Italy;Tuscany;Chianti;Dry;14.00%;Oaked;['5% Colorino', '95% Sangiovese'];;Cork;Medium
2123;Prunatelli, Borgo Prunatelli Riserva, Chianti Rufina, Tuscany 2016;Prunatelli;2016;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['85% Sangiovese'];Borgo Prunatelli Riserva;Cork;Medium
2124;Fattoria Lavacchio, Ludiè, Chianti Rufina, Tuscany 2019;Fattoria Lavacchio;2019;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['100% Sangiovese'];Ludiè;Cork;Medium
2125;Castello Nipozzano, Riserva, Chianti Rufina, Tuscany 2018;Castello Nipozzano;2018;Still;Red;Italy;Tuscany;Chianti;Dry;13.50%;Oaked;['5% Cabernet Sauvignon', '5% Merlot', '90% Sangiovese'];Riserva;Cork;Medium
2126;Fattoria Selvapiana, Vigneto Bucerchiale Riserva, Chianti Rufina, Tuscany 2017;Fattoria Selvapiana;2017;Still;Red;Italy;Tuscany;Chianti;Dry;14.50%;Oaked;['100% Sangiovese'];Vigneto Bucerchiale Riserva;Cork;Medium
2127;Nunzio Ghiraldi, Lugana, Veneto, Italy, 2020;Nunzio Ghiraldi;2020;Still;White;Italy;Veneto;Lugana;Dry;13.50%;;['100% Turbiana / Trebbiano di Lugana'];;Cork;
2128;Podere Giodo, La Quinta, Toscana 2019;Podere Giodo;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];La Quinta;Cork;Full
2129;Colle del Principe, Organic Brut Prosecco, Veneto, Italy NV;Colle del Principe;;Sparkling;White;Italy;Veneto;Prosecco;Dry;11.00%;;['12% Chardonnay', '85% Glera', '3% Pinot Bianco'];Organic Brut;Cork;Light
2130;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 1998;Col d'Orcia;1998;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Cork;Full
2131;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 2010;Col d'Orcia;2010;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Full
2132;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 2007;Col d'Orcia;2007;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Full
2133;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 2006;Col d'Orcia;2006;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;15.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Full
2134;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 1999;Col d'Orcia;1999;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Cork;Full
2135;Col d'Orcia, Poggio al Vento Riserva, Brunello di Montalcino Riserva 2004;Col d'Orcia;2004;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Medium
2136;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 1995;Col d'Orcia;1995;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Full
2137;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 1990;Col d'Orcia;1990;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.00%;Oaked;['100% Sangiovese'];Poggio al Vento;Natural Cork;Full
2138;Tenuta Prima Pietra, Prima Pietra, Toscana 2018;Tenuta Prima Pietra;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['Cabernet Franc', '10% Cabernet Sauvignon', '50% Merlot'];Prima Pietra;Cork;Full
2139;Stefano di Blasi, Toscana 2019;Stefano di Blasi;2019;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['25% Merlot', '50% Sangiovese', '25% Syrah / Shiraz'];;Cork;Full
2140;Sesti, Monteleccio, Toscana 2019;Sesti;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];Monteleccio;Cork;Full
2141;Poggio di Guardia, Toscana 2017;Poggio di Guardia;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['30% Cabernet Franc', '50% Merlot', '20% Rebo'];;Cork;Full
2142;Melini, Lilium Governo, Toscana 2018;Melini;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['25% Cabernet Sauvignon', '25% Merlot', '50% Sangiovese'];Lilium Governo;Cork;Full
2143;Le Pupille, Poggio Valente, Toscana 2018;Le Pupille;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Sangiovese'];Poggio Valente;Cork;Full
2144;Frescobaldi, Castello Nipozzano Mormoreto, Toscana 2016;Frescobaldi;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['20% Cabernet Franc', '60% Cabernet Sauvignon', 'Sangiovese'];Castello Nipozzano Mormoreto;Cork;Full
2145;Ciacci Piccolomini d’Aragona, Toscana 2018;Ciacci Piccolomini d’Aragona;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['Cabernet Sauvignon', '15% Merlot', '85% Sangiovese'];;Cork;Full
2146;Castello di Radda, Guss, Toscana 2015;Castello di Radda;2015;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Merlot'];Guss;Cork;Full
2147;Capezzana, Ugo Contini Bonacossi, Toscana 2016;Capezzana;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Sangiovese'];Ugo Contini Bonacossi;Cork;Full
2148;Boscarelli, De Ferrari, Toscana 2020;Boscarelli;2020;Still;Red;Italy;Tuscany;;;;;;De Ferrari;;
2149;Castello Banfi, Summus, Toscana 2017;Castello Banfi;2017;Still;Red;Italy;Tuscany;Toscana;Dry;15.50%;;['Cabernet Sauvignon', 'Sangiovese', 'Syrah / Shiraz'];Summus;Cork;Full
2150;Antinori, Villa Antinori, Toscana 2018;Antinori;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['20% Cabernet Sauvignon', '20% Merlot', '60% Sangiovese'];Villa Antinori;Cork;Full
2151;Vallepicciola, Mordese Cabernet Franc, Toscana 2018;Vallepicciola;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Cabernet Franc'];Mordese Cabernet Franc;Cork;Full
2152;Uggiano, Il Sanzio, Toscana 2020;Uggiano;2020;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;;['85% Sangiovese', '15% Syrah / Shiraz'];Il Sanzio;Cork;Full
2153;Tolaini, Tenuta Montebello Picconero, Toscana 2016;Tolaini;2016;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['35% Cabernet Franc', '65% Merlot'];Tenuta Montebello Picconero;Cork;Full
2154;Tenuta La Massa, Toscana 2018;Tenuta La Massa;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['15% Cabernet Sauvignon', '15% Merlot', '70% Sangiovese'];;Cork;Full
2155;Ridolfi, Fiero, Toscana 2017;Ridolfi;2017;Still;Red;Italy;Tuscany;Toscana;;13.50%;Oaked;['60% Merlot', '40% Sangiovese'];Fiero;;
2156;Querciabella, Turpino, Toscana 2017;Querciabella;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['40% Cabernet Franc', '20% Merlot', '40% Syrah / Shiraz'];Turpino;Cork;Full
2157;Podernuovo a Palazzone, Sotirio, Toscana 2016;Podernuovo a Palazzone;2016;Still;Red;Italy;Tuscany;Toscana;Dry;15.50%;;['100% Sangiovese'];Sotirio;Cork;Full
2158;Le Boncie, Le Trame, Toscana 2017;Le Boncie;2017;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['Colorino', 'Sangiovese', 'Mammolo'];Le Trame;Cork;Full
2159;Fattoria di Magliano, Poggio Bestiale, Toscana 2015;Fattoria di Magliano;2015;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['30% Cabernet Franc', '30% Cabernet Sauvignon', '25% Merlot'];Poggio Bestiale;Cork;Full
2160;Cupano, Ombrone, Toscana 2017;Cupano;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['6% Cabernet Franc', '71% Cabernet Sauvignon', '23% Merlot'];Ombrone;Cork;Full
2161;Col d'Orcia, Spezieri, Toscana 2019;Col d'Orcia;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['15% Ciliegiolo', '85% Sangiovese'];Spezieri;Cork;Full
2162;Carpineto, Farnito Cabernet Sauvignon, Toscana 2016;Carpineto;2016;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['100% Cabernet Sauvignon'];Farnito Cabernet Sauvignon;Cork;Full
2163;Caiarossa, Toscana 2018;Caiarossa;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['28% Cabernet Franc', '16% Cabernet Sauvignon', '30% Syrah / Shiraz'];;Cork;Full
2164;Brancaia, Il Blu, Toscana 2018;Brancaia;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['10% Cabernet Sauvignon', '80% Merlot', '10% Sangiovese'];Il Blu;Cork;Full
2165;Avignonesi, Desiderio, Toscana 2018;Avignonesi;2018;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['100% Merlot'];Desiderio;Cork;Full
2166;San Felice, Morrisons The Best Toscana, Toscana 2019;San Felice;2019;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;;['Cabernet Sauvignon', '27% Merlot', '41% Sangiovese'];Morrisons The Best Toscana;Cork;Full
2167;Rocca delle Macie, Roccato, Toscana 2016;Rocca delle Macie;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Cabernet Sauvignon'];Roccato;Cork;Full
2168;Castello di Meleto, Parabuio Merlot, Toscana 2018;Castello di Meleto;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Merlot'];Parabuio Merlot;Cork;Full
2169;Castello dei Rampolla, Sammarco, Toscana 2015;Castello dei Rampolla;2015;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['65% Cabernet Sauvignon', '30% Merlot', '5% Sangiovese'];Sammarco;Cork;Full
2170;atCarmen, Giralepre, Toscana 2019;atCarmen;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['20% Cabernet Sauvignon', '20% Petit Verdot', '60% Syrah / Shiraz'];Giralepre;Cork;Full
2171;Viticcio, Monile, Toscana 2016;Viticcio;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['80% Cabernet Sauvignon', '20% Merlot'];Monile;Cork;Full
2172;Tenuta Le Colonne, Plenum, Toscana 2019;Tenuta Le Colonne;2019;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['Cabernet Sauvignon', 'Merlot', 'Syrah / Shiraz'];Plenum;Cork;Full
2173;Argiano, Solengo, Toscana 2018;Argiano;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['50% Cabernet Sauvignon', '20% Merlot', '25% Petit Verdot'];Solengo;Cork;Full
2174;Martoccia, Luca, Toscana 2014;Martoccia;2014;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];Luca;Cork;Full
2175;Casaloste, Inversus, Toscana 2016;Casaloste;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['90% Merlot', '10% Sangiovese'];Inversus;Cork;Full
2176;Ricasoli, Antico Feudo della Trappola, Toscana 2019;Ricasoli;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['25% Cabernet Sauvignon', '15% Merlot', '60% Sangiovese'];Antico Feudo della Trappola;Cork;Full
2177;Riecine, La Gioia, Toscana 2017;Riecine;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];La Gioia;Cork;Full
2178;Michele Satta, Cavaliere, Toscana 2017;Michele Satta;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];Cavaliere;Cork;Full
2179;Coste del Vivo, Toscana 2015;Coste del Vivo;2015;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;;['100% Sangiovese'];;Cork;Full
2180;Tua Rita, Giusto di Notri, Toscana 2018;Tua Rita;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['10% Cabernet Franc', '80% Cabernet Sauvignon', '10% Merlot'];Giusto di Notri;Cork;Full
2181;Castellani, Tenuta di Burchino, Toscana 2014;Castellani;2014;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;;['30% Cabernet Sauvignon', '20% Merlot', '50% Sangiovese'];Tenuta di Burchino;Cork;Full
2182;Fabbrica Pienza, Syrah, Toscana 2016;Fabbrica Pienza;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Syrah / Shiraz'];Syrah Toscana;Cork;Full
2183;Casale Falchini, Campora, Toscana 2013;Casale Falchini;2013;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['95% Cabernet Sauvignon', '5% Merlot'];Campora;Cork;Full
2184;Tenuta Monteti, Caburnio, Toscana 2015;Tenuta Monteti;2015;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['50% Cabernet Sauvignon', '25% Merlot', '25% Alicante Bouschet / Garnacha Tintorera'];Caburnio;Cork;Full
2185;Cafaggio, Basilica del Cortacci, Toscana 2016;Cafaggio;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['100% Cabernet Sauvignon'];Basilica del Cortaccio;Cork;Full
2186;Bonacchi, Badesco, Toscana 2018;Bonacchi;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['20% Cabernet Sauvignon', '20% Merlot', '60% Sangiovese'];Badesco;Cork;Full
2187;Tenuta di Arceno, Arcanum, Toscana 2014;Tenuta di Arceno;2014;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['60% Cabernet Franc', 'Cabernet Sauvignon', '25% Merlot'];Arcanum;Cork;Full
2188;Podere le Ripi, Amore e Follia, Toscana 2019;Podere le Ripi;2019;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['50% Sangiovese', '50% Syrah / Shiraz'];Amore e Follia;Cork;Full
2189;Gagliole, Toscana 2017;Gagliole;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['2% Cabernet Sauvignon', '98% Sangiovese'];;Cork;Full
2190;Podere San Cristoforo, Ameri, Toscana 2017;Podere San Cristoforo;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;;['100% Sangiovese'];Ameri;Cork;Full
2191;Trinoro, Le Cupole, Toscana 2016;Trinoro;2016;Still;Red;Italy;Tuscany;Toscana;Dry;14.50%;;['42% Cabernet Franc', '14% Cabernet Sauvignon', '40% Merlot'];Le Cupole;Cork;Full
2192;Col d'Orcia, Poggio al Vento, Brunello di Montalcino Riserva 2012;Col d'Orcia;2012;Still;Red;Italy;Tuscany;Brunello di Montalcino;Dry;14.50%;Oaked;['100% Sangiovese'];Poggio al Vento;Cork;Full
2193;Tenuta Sette Cieli, Scipio, Toscana, Tuscany, Italy, 2017;Tenuta Sette Cieli;2017;Still;Red;Italy;Tuscany;Toscana;Dry;15.00%;Oaked;['100% Cabernet Franc'];Scipio;Natural Cork;Full
2194;Antinori, Villa Antinori Rosso Toscana, Tuscany, Italy, 2018;Antinori;2018;Still;Red;Italy;Tuscany;;Dry;14.00%;Oaked;['20% Cabernet Sauvignon', '10% Merlot', '60% Sangiovese'];Villa Antinori Rosso Toscana;Cork;Full
2195;Puiattino, Pinot Grigio, Fruili-Venezia Giulia, Italy, 2020;Puiattino;2020;Still;White;Italy;Fruili-Venezia Giulia;;Dry;12.50%;Unoaked;['100% Pinot Grigio / Pinot Gris'];Pinot Grigio;Cork;Medium
2196;The Society's, Sicilian Organic White, Sicily, Italy, 2020;The Society's;2020;Still;White;Italy;Sicily;;Dry;13.00%;Unoaked;['20% Carricante', '80% Grillo'];Sicilian Organic White;Screwcap;
2197;TreRè, Ariùs Albana Secca, Emilia Romagna, Italy, 2020;TreRè;2020;Still;White;Italy;Emilia Romagna;;Dry;14.00%;Unoaked;['100% Albana'];Ariùs Albana Secca;Plastic/Synthetic;
2198;J. Hofstätter, Villa Barthenau Vigna S Michele Pinot Bianco, Alto Adige, Italy 2019;J. Hofstätter;2019;Still;White;Italy;Trentino-Alto Adige;;Dry;13.50%;Lightly Oaked;['100% Pinot Bianco'];Villa Barthenau Vigna S Michele Pinot Bianco;Cork;
2199;The Society's, Exhibition Soave Classico, Veneto, Italy, 2020;The Society's;2020;Still;White;Italy;Veneto;;Dry;12.50%;Unoaked;['80% Garganega', '20% Trebbiano'];Soave Classico;Screwcap;
2200;Eruzione, 1614 Carricante Planeta, Sicily, Italy, 2018;Eruzione;2018;Still;White;Italy;Sicily;;Dry;12.50%;Unoaked;['90% Carricante', '10% Riesling'];1614 Carricante Planeta;Cork;
2201;The Society's, Exhibition Langhe Nebbiolo, Piedmont, Italy, 2018;The Society's;2018;Still;Red;Italy;Piedmont;;Dry;14.50%;Lightly Oaked;['100% Nebbiolo'];Exhibition Langhe Nebbiolo;Natural Cork;
2202;Cantina Terlano, Rarity, Terlano, Trentino-Alto Adige, 2007;Cantina Terlano;2007;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;13.50%;Oaked;['100% Pinot Bianco'];Rarity;Natural Cork;Full
2203;Cantina Terlano, Rarity, Terlano, Trentino-Alto Adige, 2002;Cantina Terlano;2002;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;13.50%;Oaked;['100% Pinot Bianco'];Rarity;Natural Cork;Full
2204;Cantina Terlano, Primo Grand Cuvée, Terlano, Trentino-Alto Adige, 2018;Cantina Terlano;2018;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;13.50%;Oaked;['32% Chardonnay', '3% Sauvignon Blanc', '65% Pinot Bianco'];Primo Grand Cuvée;Natural Cork;Full
2205;Cantina Terlano, Primo Grand Cuvée, Terlano, Trentino-Alto Adige, 2013;Cantina Terlano;2013;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.50%;Oaked;['7% Chardonnay', '3% Sauvignon Blanc', '90% Pinot Bianco'];Primo Grand Cuvée;Natural Cork;Full
2206;Cantina Terlano, Primo Grand Cuvée, Terlano, Trentino-Alto Adige, 2016;Cantina Terlano;2016;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.50%;Oaked;['13% Chardonnay', '2% Sauvignon Blanc', '85% Pinot Bianco'];Primo Grand Cuvée;Natural Cork;Full
2207;Cantina Terlano, Nova Domus, Terlano, Trentino-Alto Adige, 2006;Cantina Terlano;2006;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.00%;Oaked;['30% Chardonnay', '10% Sauvignon Blanc', '60% Pinot Bianco'];Nova Domus;Natural Cork;Full
2208;Cantina Terlano, Vorberg, Terlano, Trentino-Alto Adige, 1999;Cantina Terlano;1999;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;13.00%;Oaked;['100% Pinot Bianco'];Vorberg;Natural Cork;Full
2209;Cantina Terlano, Vorberg, Terlano, Trentino-Alto Adige, 2013;Cantina Terlano;2013;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.00%;Oaked;['100% Pinot Bianco'];Vorberg;Natural Cork;Full
2210;Cantina Terlano, Vorberg, Terlano, Trentino-Alto Adige, 2018;Cantina Terlano;2018;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.00%;Oaked;['100% Pinot Bianco'];Vorberg;Natural Cork;Full
2211;Cantina Terlano, Nova Domus, Terlano, Trentino-Alto Adige, 2015;Cantina Terlano;2015;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.50%;Oaked;['30% Chardonnay', '10% Sauvignon Blanc', '60% Pinot Bianco'];Nova Domus;Natural Cork;Full
2212;Cantina Terlano, Nova Domus, Terlano, Trentino-Alto Adige, 2018;Cantina Terlano;2018;Still;White;Italy;Trentino-Alto Adige;Terlano;Dry;14.00%;Oaked;['30% Chardonnay', '10% Sauvignon Blanc', '60% Pinot Bianco'];Nova Domus;Natural Cork;Full
2213;San Felice, Vigorello, Toscana, Tuscany, Italy, 2017;San Felice;2017;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['30% Cabernet Sauvignon', '30% Merlot', '35% Pugnitello'];Vigorello;Natural Cork;Full
2214;San Felice, Vigorello, Toscana, Tuscany, Italy, 2018;San Felice;2018;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['30% Cabernet Sauvignon', '30% Merlot', '35% Pugnitello'];Vigorello;Natural Cork;Full
2215;San Felice, Vigorello, Toscana, Tuscany, Italy, 2015;San Felice;2015;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['30% Cabernet Sauvignon', '30% Merlot', '35% Pugnitello'];Vigorello;Natural Cork;Full
2216;San Felice, Vigorello, Toscana, Tuscany, Italy, 2010;San Felice;2010;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['45% Cabernet Sauvignon', '45% Merlot', '10% Petit Verdot'];Vigorello;Natural Cork;Full
2217;San Felice, Vigorello, Toscana, Tuscany, Italy, 2007;San Felice;2007;Still;Red;Italy;Tuscany;Toscana;Dry;14.00%;Oaked;['45% Cabernet Sauvignon', '45% Merlot', '10% Petit Verdot'];Vigorello;Natural Cork;Full
2218;San Felice, Vigorello, Toscana, Tuscany, Italy, 1997;San Felice;1997;Still;Red;Italy;Tuscany;;;;;;Vigorello;;
2219;San Felice, Vigorello, Toscana, Tuscany, Italy, 2001;San Felice;2001;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;Oaked;['40% Cabernet Sauvignon', '15% Merlot', '45% Sangiovese'];Vigorello;Natural Cork;Full
2220;San Felice, Vigorello, Toscana, Tuscany, Italy, 1988;San Felice;1988;Still;Red;Italy;Tuscany;Toscana;Dry;12.50%;Oaked;['10% Cabernet Sauvignon', '90% Sangiovese'];Vigorello;Natural Cork;Full
2221;San Felice, Vigorello, Toscana, Tuscany, Italy, 1990;San Felice;1990;Still;Red;Italy;Tuscany;Toscana;Dry;13.00%;Oaked;['10% Cabernet Sauvignon', '90% Sangiovese'];Vigorello;Natural Cork;Full
2222;San Felice, Vigorello, Toscana, Tuscany, Italy, 1985;San Felice;1985;Still;Red;Italy;Tuscany;Toscana;Dry;12.50%;Oaked;['10% Cabernet Sauvignon', '90% Sangiovese'];Vigorello;Natural Cork;Full
2223;San Felice, Vigorello, Toscana, Tuscany, Italy, 1969;San Felice;1969;Still;Red;Italy;Tuscany;Toscana;Dry;12.80%;Oaked;['100% Sangiovese'];Vigorello;Natural Cork;Full
2224;San Felice, Vigorello, Toscana, Tuscany, Italy, 1975;San Felice;1975;Still;Red;Italy;Tuscany;Toscana;Dry;12.50%;Oaked;['100% Sangiovese'];Vigorello;Natural Cork;Full
2225;IDDA, Bianco, Sicilia, Sicily, Italy, 2019;IDDA;2019;Still;White;Italy;Sicily;Sicilia;Dry;13.00%;;['100% Carricante'];Bianco;Cork;Medium
2226;IDDA, Rosso, Etna, Sicily, Italy, 2017;IDDA;2017;Still;Red;Italy;Sicily;Etna;Dry;14.50%;;['100% Nerello Mascalese'];Rosso;Cork;Medium
2227;IDDA, Rosso, Etna, Sicily, Italy, 2018;IDDA;2018;Still;Red;Italy;Sicily;Etna;Dry;14.50%;;['100% Nerello Mascalese'];Rosso;Cork;Medium
2228;IDDA, Rosso, Etna, Sicily, Italy, 2019;IDDA;2019;Still;Red;Italy;Sicily;Etna;Dry;14.50%;;['100% Nerello Mascalese'];Rosso;Cork;Medium
2229;Cascina Degli Ulivi, Filagnotti, Piedmont, Italy, 2016;Cascina Degli Ulivi;2016;Still;Orange;Italy;Piedmont;;Dry;13.50%;;['100% Cortese'];Filagnotti;Cork;Medium
2230;Ca’ de Noci, Notte di Luna, Emilia Romagna, Italy, 2016;Ca’ de Noci;2016;Still;Orange;Italy;Emilia Romagna;;Dry;11.00%;;['Malvasia di Candia', 'Muscat', 'Spergola  '];Notte di Luna;;
2231;Vespa, Raccontami Primitivo, Primitivo di Manduria, Puglia, 2019;Vespa;2019;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;15.00%;Oaked;['100% Primitivo'];Raccontami Primitivo;Natural Cork;Full
2232;Paolo Leo, Passo del Cardinale Primitivo, Primitivo di Manduria, Puglia, 2020;Paolo Leo;2020;Still;Red;Italy;Puglia;Primitivo di Manduria;Dry;14.00%;Lightly Oaked;['100% Primitivo'];Passo del Cardinale Primitivo;Natural Cork;Full
2233;Lamoresca, Rosato, Sicily, Italy, 2020;Lamoresca;2020;Still;Rosé;Italy;Sicily;;Dry;11.00%;Unoaked;"['48% Frappato', '4% Moscato', ""48% Nero d'Avola""]";Rosato;Cork;Medium
2234;Tenuta Sette Ponti, Passi di Orma, Bolgheri, Tuscany, 2019;Tenuta Sette Ponti;2019;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.00%;;['25% Cabernet Franc', '35% Cabernet Sauvignon', '40% Merlot'];Passi di Orma;Cork;Full
2235;Ornellaia, Bolgheri, Superiore, Tuscany, Italy, 2018;Ornellaia;2018;Still;Red;Italy;Tuscany;Bolgheri;Dry;14.50%;Oaked;;;Cork;Full
2236;Fattoria Petrolo, Bòggina B, Toscana, Tuscany, Italy, 2019;Fattoria Petrolo;2019;Still;White;Italy;Tuscany;Toscana;Dry;13.50%;;['Trebbiano'];Bòggina B;Cork;Full
2237;Giovanni Rosso, Etna Rosso, Etna, Sicily, Italy, 2018;Giovanni Rosso;2018;Still;Red;Italy;Sicily;Etna;Dry;13.50%;;['100% Nerello Mascalese'];Etna Rosso;Cork;Medium
2238;Alberelli di Giodo, Rosso, Etna, Sicily, Italy, 2019;Alberelli di Giodo;2019;Still;Red;Italy;Sicily;Etna;Dry;14.20%;;['100% Nerello Mascalese'];Rosso;Cork;Medium
2239;Ornellaia, Le Volte Dell'Ornellaia, Toscana, Tuscany, 2019;Ornellaia;2019;Still;Red;Italy;Tuscany;Toscana;Dry;13.50%;;['Cabernet Sauvignon', 'Merlot', 'Sangiovese'];Le Volte Dell'Ornellaia;Cork;Full
